<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20250407,1600,2987.29,2987.59,2969.78,2970.26,2615350
XAUUSD,20250407,1700,2970.39,2975.03,2956.13,2969.84,3501570
XAUUSD,20250407,1800,2969.84,2976.45,2963.84,2965.53,1572470
XAUUSD,20250407,1900,2965.55,2981.89,2965.14,2976.36,2421150
XAUUSD,20250407,2000,2976.24,2985.84,2969.14,2982.97,795440
XAUUSD,20250407,2200,2980.95,2988.43,2980.41,2986.36,521140
XAUUSD,20250407,2300,2986.34,2986.95,2978.39,2981.07,794890
XAUUSD,20250408,0000,2980.99,2992.49,2980.13,2985.16,2104400
XAUUSD,20250408,0100,2985.14,3002.86,2983.32,2999.61,2139780
XAUUSD,20250408,0200,2999.68,3004.59,2998.03,3000.64,1378890
XAUUSD,20250408,0300,3000.70,3000.86,2992.61,2994.51,1202410
XAUUSD,20250408,0400,2994.43,3002.70,2990.47,3001.91,1042060
XAUUSD,20250408,0500,3001.89,3008.05,2999.24,3005.45,1114390
XAUUSD,20250408,0600,3005.22,3015.55,3002.24,3012.97,2036120
XAUUSD,20250408,0700,3013.22,3013.61,3001.59,3003.41,2364880
XAUUSD,20250408,0800,3003.43,3009.16,3001.07,3007.24,1159080
XAUUSD,20250408,0900,3007.20,3007.66,2994.72,3006.63,1702450
XAUUSD,20250408,1000,3006.61,3010.07,3003.86,3008.70,864120
XAUUSD,20250408,1100,3008.72,3019.34,3008.49,3017.18,1598900
XAUUSD,20250408,1200,3017.26,3019.22,3002.14,3002.30,2646240
XAUUSD,20250408,1300,3002.36,3022.49,3002.26,3010.11,3336450
XAUUSD,20250408,1400,3009.99,3018.01,3005.55,3005.99,3217210
XAUUSD,20250408,1500,3005.99,3012.16,3000.97,3001.28,4025500
XAUUSD,20250408,1600,3001.26,3001.26,2984.03,2985.82,2738890
XAUUSD,20250408,1700,2985.91,2987.34,2974.57,2984.99,4217986
XAUUSD,20250408,1800,2984.84,2991.95,2979.11,2983.41,3121700
XAUUSD,20250408,1900,2983.41,2987.49,2976.39,2984.57,3113430
XAUUSD,20250408,2000,2984.57,2986.18,2976.80,2982.47,975630
XAUUSD,20250408,2200,2982.45,2985.16,2979.91,2981.39,569930
XAUUSD,20250408,2300,2981.86,2990.22,2969.61,2978.26,1282860
XAUUSD,20250409,0000,2978.43,2986.80,2974.47,2980.16,2606570
XAUUSD,20250409,0100,2980.14,3009.45,2971.74,3008.14,3841050
XAUUSD,20250409,0200,3007.91,3010.84,2999.64,3002.76,3119770
XAUUSD,20250409,0300,3002.70,3009.30,3002.38,3004.01,1765920
XAUUSD,20250409,0400,3003.99,3013.86,2998.70,3011.99,1991000
XAUUSD,20250409,0500,3011.99,3020.36,3005.26,3014.99,2883430
XAUUSD,20250409,0600,3015.09,3040.61,3014.55,3038.68,3759200
XAUUSD,20250409,0700,3038.68,3052.23,3033.91,3040.68,3691720
XAUUSD,20250409,0800,3040.68,3050.95,3037.77,3043.66,2880490
XAUUSD,20250409,0900,3043.66,3049.43,3038.11,3044.59,2894720
XAUUSD,20250409,1000,3044.59,3046.86,3037.79,3042.36,3141360
XAUUSD,20250409,1100,3042.59,3067.72,3035.63,3066.39,3844270
XAUUSD,20250409,1200,3066.45,3072.89,3042.43,3047.20,3637120
XAUUSD,20250409,1300,3047.26,3077.66,3047.03,3075.09,3710160
XAUUSD,20250409,1400,3074.97,3084.36,3068.09,3070.32,3158900
XAUUSD,20250409,1500,3070.26,3087.64,3065.24,3086.11,5050740
XAUUSD,20250409,1600,3086.22,3094.76,3082.41,3092.13,1874390
XAUUSD,20250409,1700,3092.18,3098.61,3050.32,3058.76,6119750
XAUUSD,20250409,1800,3058.76,3073.45,3048.39,3066.78,3155380
XAUUSD,20250409,1900,3066.78,3099.47,3064.16,3093.16,3524700
XAUUSD,20250409,2000,3093.07,3095.20,3078.01,3082.24,1137060
XAUUSD,20250409,2200,3080.80,3089.82,3070.93,3079.51,1156930
XAUUSD,20250409,2300,3079.51,3088.84,3079.07,3086.49,2043920
XAUUSD,20250410,0000,3086.49,3101.16,3080.95,3096.91,4762990
XAUUSD,20250410,0100,3096.91,3100.41,3078.11,3093.76,3589240
XAUUSD,20250410,0200,3093.78,3120.18,3093.61,3119.11,3877700
XAUUSD,20250410,0300,3119.09,3131.61,3114.93,3125.09,2354150
XAUUSD,20250410,0400,3125.09,3129.14,3120.72,3125.03,947720
XAUUSD,20250410,0500,3125.05,3132.24,3112.49,3121.95,1411800
XAUUSD,20250410,0600,3121.97,3126.14,3118.64,3121.78,2407950
XAUUSD,20250410,0700,3121.78,3123.28,3106.45,3108.22,2921270
XAUUSD,20250410,0800,3108.24,3115.61,3104.32,3104.97,2013370
XAUUSD,20250410,0900,3104.95,3117.78,3103.16,3116.30,953680
XAUUSD,20250410,1000,3116.32,3122.36,3113.99,3119.91,1028430
XAUUSD,20250410,1100,3119.99,3125.45,3113.01,3124.53,2065380
XAUUSD,20250410,1200,3124.57,3133.74,3116.07,3122.68,3190150
XAUUSD,20250410,1300,3122.68,3136.53,3115.97,3116.68,3279080
XAUUSD,20250410,1400,3116.72,3154.59,3116.64,3154.45,3495240
XAUUSD,20250410,1500,3154.43,3174.70,3154.32,3157.91,3676290
XAUUSD,20250410,1600,3157.91,3167.14,3153.68,3158.38,3670500
XAUUSD,20250410,1700,3158.38,3165.51,3151.39,3162.50,2101140
XAUUSD,20250410,1800,3162.57,3175.49,3157.66,3173.09,2128440
XAUUSD,20250410,1900,3173.07,3176.23,3167.78,3170.70,2484450
XAUUSD,20250410,2000,3170.69,3176.26,3168.34,3175.03,669620
XAUUSD,20250410,2200,3174.49,3190.07,3174.45,3188.95,2299830
XAUUSD,20250410,2300,3188.97,3191.05,3182.51,3188.78,1541440
XAUUSD,20250411,0000,3188.76,3217.86,3184.66,3205.30,6023580
XAUUSD,20250411,0100,3205.20,3219.41,3200.76,3206.82,3012500
XAUUSD,20250411,0200,3206.84,3219.55,3205.74,3217.14,1807350
XAUUSD,20250411,0300,3217.09,3219.93,3213.80,3217.55,1962510
XAUUSD,20250411,0400,3217.63,3217.95,3208.24,3208.34,847580
XAUUSD,20250411,0500,3208.36,3219.01,3186.61,3195.66,3136400
XAUUSD,20250411,0600,3195.66,3209.36,3189.70,3197.05,4448000
XAUUSD,20250411,0700,3197.20,3212.86,3193.72,3212.18,2466170
XAUUSD,20250411,0800,3212.16,3227.34,3208.14,3215.76,2559560
XAUUSD,20250411,0900,3215.80,3230.05,3211.39,3227.51,1812820
XAUUSD,20250411,1000,3227.57,3237.32,3209.72,3212.22,2123070
XAUUSD,20250411,1100,3212.16,3224.57,3211.22,3213.55,1546980
XAUUSD,20250411,1200,3213.49,3233.89,3210.84,3233.45,2371430
XAUUSD,20250411,1300,3233.49,3243.95,3219.30,3223.36,4651090
XAUUSD,20250411,1400,3223.47,3237.45,3221.30,3229.88,3121710
XAUUSD,20250411,1500,3229.70,3241.70,3229.05,3240.16,1743510
XAUUSD,20250411,1600,3240.24,3245.03,3219.39,3222.86,1278710
XAUUSD,20250411,1700,3222.97,3235.14,3222.97,3233.64,2690410
XAUUSD,20250411,1800,3233.66,3237.97,3230.80,3235.36,671330
XAUUSD,20250411,1900,3235.34,3235.39,3227.07,3230.78,1776060
XAUUSD,20250411,2000,3230.74,3238.14,3230.45,3236.38,864410
XAUUSD,20250413,2200,3229.16,3229.20,3209.20,3220.86,2092610
XAUUSD,20250413,2300,3220.91,3224.32,3216.36,3223.55,1054510
XAUUSD,20250414,0000,3223.57,3227.14,3219.01,3220.57,1139420
XAUUSD,20250414,0100,3220.57,3243.32,3215.26,3239.34,2937160
XAUUSD,20250414,0200,3239.24,3245.51,3229.24,3231.74,3565270
XAUUSD,20250414,0300,3231.74,3234.30,3226.74,3232.14,1521750
XAUUSD,20250414,0400,3232.16,3235.57,3225.95,3227.14,725550
XAUUSD,20250414,0500,3227.11,3235.80,3221.11,3234.09,1205820
XAUUSD,20250414,0600,3234.05,3237.74,3228.55,3230.74,3533920
XAUUSD,20250414,0700,3230.74,3233.43,3224.51,3227.72,2995670
XAUUSD,20250414,0800,3227.78,3229.72,3216.13,3226.68,1129060
XAUUSD,20250414,0900,3226.66,3231.55,3220.66,3223.72,1277210
XAUUSD,20250414,1000,3223.66,3224.45,3206.03,3215.07,1904951
XAUUSD,20250414,1100,3215.05,3225.66,3213.76,3223.11,1364290
XAUUSD,20250414,1200,3223.14,3227.51,3200.24,3206.57,2633090
XAUUSD,20250414,1300,3206.57,3210.68,3193.32,3204.45,4434870
XAUUSD,20250414,1400,3204.41,3215.30,3194.99,3210.84,2161650
XAUUSD,20250414,1500,3210.82,3210.84,3195.99,3197.82,1854080
XAUUSD,20250414,1600,3197.88,3208.14,3197.51,3207.34,1068680
XAUUSD,20250414,1700,3207.38,3216.36,3206.91,3213.93,1798310
XAUUSD,20250414,1800,3213.95,3214.61,3201.14,3207.86,1357270
XAUUSD,20250414,1900,3207.89,3212.91,3207.51,3212.57,1225500
XAUUSD,20250414,2000,3212.63,3213.61,3207.16,3210.26,609600
XAUUSD,20250414,2200,3210.55,3214.97,3210.47,3211.99,320880
XAUUSD,20250414,2300,3211.72,3214.05,3210.03,3212.39,458940
XAUUSD,20250415,0000,3212.38,3215.07,3210.61,3211.70,512830
XAUUSD,20250415,0100,3211.63,3225.72,3209.68,3223.49,1516930
XAUUSD,20250415,0200,3223.57,3224.84,3218.45,3224.18,866750
XAUUSD,20250415,0300,3224.09,3228.78,3222.80,3228.18,1188840
XAUUSD,20250415,0400,3228.11,3232.47,3226.72,3231.63,1722240
XAUUSD,20250415,0500,3231.64,3231.99,3220.59,3224.45,945280
XAUUSD,20250415,0600,3224.45,3228.51,3222.91,3224.95,893230
XAUUSD,20250415,0700,3224.95,3226.47,3217.09,3225.43,1198220
XAUUSD,20250415,0800,3225.45,3232.01,3224.09,3227.11,1344500
XAUUSD,20250415,0900,3227.13,3229.88,3220.84,3222.24,975360
XAUUSD,20250415,1000,3222.34,3226.74,3219.38,3220.01,1036940
XAUUSD,20250415,1100,3219.95,3223.91,3216.55,3219.86,1030110
XAUUSD,20250415,1200,3219.93,3225.95,3214.07,3221.36,1626880
XAUUSD,20250415,1300,3221.36,3226.13,3211.39,3212.82,2089180
XAUUSD,20250415,1400,3212.84,3226.76,3212.82,3222.43,2219460
XAUUSD,20250415,1500,3222.43,3223.89,3216.66,3221.11,1980610
XAUUSD,20250415,1600,3221.14,3223.20,3219.32,3221.26,548680
XAUUSD,20250415,1700,3221.28,3230.51,3220.20,3227.74,759010
XAUUSD,20250415,1800,3227.84,3229.49,3225.34,3228.91,1393890
XAUUSD,20250415,1900,3228.93,3231.72,3226.01,3229.78,1326590
XAUUSD,20250415,2000,3229.74,3233.43,3226.28,3229.86,599790
XAUUSD,20250415,2200,3230.88,3242.01,3229.74,3241.16,1147730
XAUUSD,20250415,2300,3241.20,3251.66,3237.84,3251.66,1815980
XAUUSD,20250416,0000,3251.66,3267.86,3251.45,3264.16,2489580
XAUUSD,20250416,0100,3264.20,3274.99,3255.68,3270.05,5456890
XAUUSD,20250416,0200,3270.05,3275.24,3266.68,3267.53,1560330
XAUUSD,20250416,0300,3267.53,3281.68,3265.91,3281.41,2459430
XAUUSD,20250416,0400,3281.39,3287.61,3268.89,3283.43,2861590
XAUUSD,20250416,0500,3283.39,3291.59,3283.38,3289.51,1842750
XAUUSD,20250416,0600,3289.51,3294.82,3285.80,3291.39,3167940
XAUUSD,20250416,0700,3291.38,3300.63,3291.14,3300.28,2212340
XAUUSD,20250416,0800,3300.24,3317.57,3288.07,3306.86,3739180
XAUUSD,20250416,0900,3306.84,3310.61,3299.82,3303.28,1523840
XAUUSD,20250416,1000,3303.30,3306.66,3299.30,3303.91,766770
XAUUSD,20250416,1100,3303.93,3313.55,3292.89,3306.59,1077330
XAUUSD,20250416,1200,3306.45,3313.22,3302.24,3307.09,2737300
XAUUSD,20250416,1300,3307.11,3316.28,3296.59,3311.34,3338540
XAUUSD,20250416,1400,3311.53,3319.34,3305.80,3308.24,1782970
XAUUSD,20250416,1500,3308.26,3327.97,3305.11,3325.18,2893150
XAUUSD,20250416,1600,3325.18,3332.93,3321.16,3327.20,1994190
XAUUSD,20250416,1700,3327.22,3332.63,3324.24,3328.14,3005260
XAUUSD,20250416,1800,3328.01,3340.57,3326.18,3338.14,2546450
XAUUSD,20250416,1900,3338.16,3342.43,3335.84,3336.51,1498800
XAUUSD,20250416,2000,3336.45,3343.18,3333.95,3342.64,900330
XAUUSD,20250416,2200,3342.51,3357.45,3342.34,3350.57,923070
XAUUSD,20250416,2300,3350.78,3353.11,3346.76,3349.89,989160
XAUUSD,20250417,0000,3349.93,3351.14,3341.80,3345.30,2694820
XAUUSD,20250417,0100,3345.26,3356.07,3320.51,3323.66,3809670
XAUUSD,20250417,0200,3323.64,3340.36,3320.80,3340.14,1630530
XAUUSD,20250417,0300,3340.18,3344.43,3337.11,3344.30,1393710
XAUUSD,20250417,0400,3344.03,3344.14,3337.51,3341.34,658210
XAUUSD,20250417,0500,3341.36,3345.34,3327.93,3329.07,2010750
XAUUSD,20250417,0600,3329.09,3332.84,3324.89,3328.68,2296870
XAUUSD,20250417,0700,3328.66,3329.89,3314.01,3323.24,1875180
XAUUSD,20250417,0800,3323.26,3324.70,3312.49,3324.13,1570590
XAUUSD,20250417,0900,3324.13,3326.74,3320.41,3321.39,1010030
XAUUSD,20250417,1000,3321.39,3333.59,3320.88,3327.43,1039490
XAUUSD,20250417,1100,3327.43,3332.34,3322.09,3327.24,1025290
XAUUSD,20250417,1200,3327.20,3341.82,3321.84,3328.01,1754180
XAUUSD,20250417,1300,3328.26,3331.89,3311.72,3314.89,3151990
XAUUSD,20250417,1400,3314.91,3314.93,3283.34,3291.03,3697000
XAUUSD,20250417,1500,3291.05,3304.59,3290.43,3296.07,2207630
XAUUSD,20250417,1600,3296.13,3318.55,3294.66,3315.95,1989680
XAUUSD,20250417,1700,3316.01,3322.34,3314.05,3318.78,1011930
XAUUSD,20250417,1800,3318.82,3320.74,3314.07,3316.14,539390
XAUUSD,20250417,1900,3316.09,3321.72,3310.76,3320.61,866350
XAUUSD,20250417,2000,3320.64,3328.61,3317.82,3326.93,1070740
XAUUSD,20250420,2200,3331.84,3352.97,3327.99,3345.38,2102110
XAUUSD,20250420,2300,3345.82,3351.30,3342.82,3347.97,1522440
XAUUSD,20250421,0000,3348.30,3370.55,3347.28,3368.53,2826780
XAUUSD,20250421,0100,3368.55,3378.28,3367.05,3377.39,3769140
XAUUSD,20250421,0200,3377.45,3384.88,3373.93,3384.61,1391050
XAUUSD,20250421,0300,3384.59,3385.11,3378.07,3382.20,1179660
XAUUSD,20250421,0400,3382.18,3382.18,3368.84,3376.20,2148570
XAUUSD,20250421,0500,3376.18,3385.70,3375.41,3385.20,1258810
XAUUSD,20250421,0600,3385.18,3392.95,3382.13,3391.99,1348110
XAUUSD,20250421,0700,3391.76,3395.86,3381.57,3384.84,1701290
XAUUSD,20250421,0800,3384.84,3394.05,3383.39,3392.57,1147440
XAUUSD,20250421,0900,3392.61,3396.91,3390.64,3394.64,1265970
XAUUSD,20250421,1000,3394.66,3397.51,3391.76,3394.66,1123640
XAUUSD,20250421,1100,3394.55,3405.72,3386.09,3404.28,1645410
XAUUSD,20250421,1200,3404.32,3415.53,3397.41,3414.70,1887030
XAUUSD,20250421,1300,3414.66,3426.63,3404.80,3420.18,2497110
XAUUSD,20250421,1400,3420.14,3430.01,3408.74,3416.41,4261860
XAUUSD,20250421,1500,3416.41,3425.99,3407.41,3422.70,2103740
XAUUSD,20250421,1600,3422.68,3424.01,3409.95,3414.36,1139790
XAUUSD,20250421,1700,3414.41,3422.70,3405.82,3422.26,1225080
XAUUSD,20250421,1800,3422.24,3426.47,3417.45,3426.11,1301460
XAUUSD,20250421,1900,3426.18,3430.36,3417.28,3423.28,1522800
XAUUSD,20250421,2000,3423.32,3426.93,3419.51,3422.89,540590
XAUUSD,20250421,2200,3423.82,3435.76,3423.07,3430.68,974810
XAUUSD,20250421,2300,3430.68,3444.05,3428.86,3434.95,2450580
XAUUSD,20250422,0000,3434.99,3435.07,3411.07,3425.24,1956650
XAUUSD,20250422,0100,3425.28,3454.99,3421.16,3452.78,3275740
XAUUSD,20250422,0200,3452.80,3475.91,3441.82,3473.03,1998090
XAUUSD,20250422,0300,3473.03,3494.63,3471.99,3487.66,2554810
XAUUSD,20250422,0400,3487.74,3488.32,3479.01,3484.28,1112270
XAUUSD,20250422,0500,3484.26,3495.36,3473.18,3494.14,1688970
XAUUSD,20250422,0600,3494.14,3499.91,3474.97,3479.51,3291640
XAUUSD,20250422,0700,3479.51,3480.45,3460.20,3468.16,2420500
XAUUSD,20250422,0800,3468.36,3472.47,3442.78,3443.72,3518440
XAUUSD,20250422,0900,3443.76,3458.57,3443.53,3454.51,2432010
XAUUSD,20250422,1000,3454.55,3468.05,3451.14,3452.16,2110650
XAUUSD,20250422,1100,3452.14,3461.03,3447.84,3456.55,1530390
XAUUSD,20250422,1200,3456.53,3464.66,3423.95,3431.36,2127860
XAUUSD,20250422,1300,3431.24,3449.47,3408.07,3418.34,2893820
XAUUSD,20250422,1400,3418.36,3438.82,3417.72,3429.82,1892620
XAUUSD,20250422,1500,3429.84,3432.95,3410.05,3417.47,1756810
XAUUSD,20250422,1600,3417.38,3420.68,3371.86,3392.78,3051355
XAUUSD,20250422,1700,3392.89,3410.13,3385.80,3401.57,1790360
XAUUSD,20250422,1800,3401.59,3402.20,3372.99,3381.30,1283190
XAUUSD,20250422,1900,3381.30,3385.61,3366.53,3374.51,2095980
XAUUSD,20250422,2000,3374.50,3382.51,3372.91,3380.07,806980
XAUUSD,20250422,2200,3349.51,3349.51,3312.63,3327.26,2326360
XAUUSD,20250422,2300,3327.14,3349.80,3325.95,3336.32,1603080
XAUUSD,20250423,0000,3336.34,3370.91,3334.03,3367.70,2304210
XAUUSD,20250423,0100,3367.66,3386.38,3358.61,3378.86,4269670
XAUUSD,20250423,0200,3378.86,3379.70,3348.18,3353.93,2699330
XAUUSD,20250423,0300,3353.89,3355.41,3328.70,3338.72,2313520
XAUUSD,20250423,0400,3338.76,3346.95,3335.41,3346.45,723070
XAUUSD,20250423,0500,3346.47,3349.05,3315.57,3318.72,3068980
XAUUSD,20250423,0600,3318.68,3325.74,3291.16,3300.80,2658225
XAUUSD,20250423,0700,3300.91,3320.22,3300.91,3318.84,1704240
XAUUSD,20250423,0800,3318.78,3321.32,3305.28,3321.30,1082480
XAUUSD,20250423,0900,3321.41,3340.26,3316.99,3317.39,1727310
XAUUSD,20250423,1000,3317.34,3336.01,3316.39,3329.84,954260
XAUUSD,20250423,1100,3329.72,3338.89,3321.34,3324.33,980890
XAUUSD,20250423,1200,3324.36,3333.05,3310.41,3310.59,2814886
XAUUSD,20250423,1300,3310.53,3313.59,3270.78,3277.22,6516824
XAUUSD,20250423,1400,3275.78,3296.09,3259.49,3287.05,4307440
XAUUSD,20250423,1500,3287.14,3294.03,3268.61,3280.05,3012480
XAUUSD,20250423,1600,3280.39,3305.51,3278.78,3294.80,2557080
XAUUSD,20250423,1700,3294.74,3301.39,3277.59,3280.95,1579960
XAUUSD,20250423,1800,3280.99,3286.78,3277.55,3282.66,725320
XAUUSD,20250423,1900,3282.51,3297.07,3282.47,3293.64,1823820
XAUUSD,20250423,2000,3293.70,3295.55,3283.68,3287.80,955580
XAUUSD,20250423,2200,3288.86,3315.74,3288.03,3308.74,1084690
XAUUSD,20250423,2300,3308.78,3316.70,3307.82,3316.14,969820
XAUUSD,20250424,0000,3316.16,3338.82,3313.03,3331.45,2312090
XAUUSD,20250424,0100,3331.43,3367.01,3330.22,3357.34,3403090
XAUUSD,20250424,0200,3357.34,3363.32,3335.56,3341.61,3453110
XAUUSD,20250424,0300,3341.61,3342.30,3320.22,3326.89,2881140
XAUUSD,20250424,0400,3326.74,3331.59,3325.49,3325.80,1807990
XAUUSD,20250424,0500,3325.84,3335.22,3320.20,3323.22,2092410
XAUUSD,20250424,0600,3323.22,3327.89,3314.01,3324.28,2012850
XAUUSD,20250424,0700,3324.24,3339.61,3322.61,3333.49,1794790
XAUUSD,20250424,0800,3333.41,3341.30,3326.93,3335.82,1026120
XAUUSD,20250424,0900,3335.89,3342.55,3325.09,3335.43,1111850
XAUUSD,20250424,1000,3335.53,3336.45,3325.38,3329.70,790800
XAUUSD,20250424,1100,3329.34,3343.59,3329.34,3336.66,946620
XAUUSD,20250424,1200,3336.64,3344.43,3335.22,3335.70,1827680
XAUUSD,20250424,1300,3335.66,3336.03,3312.24,3314.99,2772070
XAUUSD,20250424,1400,3314.55,3330.16,3306.24,3327.22,3086600
XAUUSD,20250424,1500,3327.18,3330.28,3319.24,3329.24,2809790
XAUUSD,20250424,1600,3329.28,3335.09,3322.14,3331.39,1676550
XAUUSD,20250424,1700,3331.32,3338.55,3329.57,3336.49,2141730
XAUUSD,20250424,1800,3336.51,3340.09,3333.36,3334.49,921830
XAUUSD,20250424,1900,3334.47,3346.76,3333.14,3342.01,1687350
XAUUSD,20250424,2000,3342.16,3349.80,3337.82,3348.36,901050
XAUUSD,20250424,2200,3350.89,3370.07,3342.24,3366.38,1158830
XAUUSD,20250424,2300,3366.36,3367.72,3346.64,3348.74,1686000
XAUUSD,20250425,0000,3348.76,3361.09,3347.09,3357.28,2331550
XAUUSD,20250425,0100,3357.28,3362.68,3342.72,3345.47,4239770
XAUUSD,20250425,0200,3345.47,3353.30,3344.34,3348.47,1807510
XAUUSD,20250425,0300,3348.47,3353.97,3322.09,3323.34,1699360
XAUUSD,20250425,0400,3323.32,3327.55,3316.01,3324.55,1511260
XAUUSD,20250425,0500,3324.51,3326.89,3286.55,3293.80,2549750
XAUUSD,20250425,0600,3294.01,3306.11,3287.22,3304.14,2164580
XAUUSD,20250425,0700,3304.13,3314.41,3302.86,3307.20,1265470
XAUUSD,20250425,0800,3307.16,3307.66,3291.76,3303.57,1302200
XAUUSD,20250425,0900,3303.70,3308.72,3291.74,3291.84,1208400
XAUUSD,20250425,1000,3291.84,3306.11,3291.76,3297.76,1111030
XAUUSD,20250425,1100,3297.72,3300.74,3287.59,3293.24,980530
XAUUSD,20250425,1200,3293.22,3302.93,3290.93,3292.38,1353020
XAUUSD,20250425,1300,3292.39,3292.53,3264.78,3280.32,3821860
XAUUSD,20250425,1400,3280.38,3286.95,3274.41,3277.80,2430420
XAUUSD,20250425,1500,3277.78,3285.30,3270.00,3282.72,1725890
XAUUSD,20250425,1600,3282.76,3287.34,3280.07,3284.97,1243240
XAUUSD,20250425,1700,3285.07,3294.93,3281.55,3292.93,2425320
XAUUSD,20250425,1800,3292.89,3296.80,3288.03,3288.05,1190820
XAUUSD,20250425,1900,3288.11,3312.20,3287.66,3304.51,2072210
XAUUSD,20250425,2000,3304.51,3319.36,3304.45,3318.63,892620
XAUUSD,20250427,2200,3324.26,3335.99,3308.76,3309.95,874070
XAUUSD,20250427,2300,3309.93,3317.76,3298.28,3302.41,1451141
XAUUSD,20250428,0000,3302.49,3315.70,3301.24,3313.76,964500
XAUUSD,20250428,0100,3313.74,3314.78,3278.70,3280.72,2294480
XAUUSD,20250428,0200,3281.14,3286.16,3267.76,3280.49,1547895
XAUUSD,20250428,0300,3280.55,3294.89,3280.03,3290.59,673270
XAUUSD,20250428,0400,3290.57,3298.82,3288.34,3298.72,576620
XAUUSD,20250428,0500,3298.76,3300.78,3287.57,3294.84,646310
XAUUSD,20250428,0600,3294.86,3296.43,3281.43,3282.93,2277310
XAUUSD,20250428,0700,3283.09,3292.20,3277.16,3287.03,1703530
XAUUSD,20250428,0800,3287.07,3288.24,3278.93,3282.34,1233290
XAUUSD,20250428,0900,3282.39,3287.22,3274.26,3274.32,1440950
XAUUSD,20250428,1000,3274.32,3291.57,3273.07,3289.34,1004800
XAUUSD,20250428,1100,3289.30,3296.93,3284.55,3293.89,1028210
XAUUSD,20250428,1200,3293.93,3302.05,3292.45,3295.91,1716550
XAUUSD,20250428,1300,3295.91,3301.03,3286.74,3293.09,3322280
XAUUSD,20250428,1400,3293.09,3332.82,3293.09,3328.30,4376990
XAUUSD,20250428,1500,3328.30,3335.72,3318.72,3324.70,3326420
XAUUSD,20250428,1600,3324.72,3338.86,3324.11,3336.32,1929570
XAUUSD,20250428,1700,3336.34,3339.74,3332.80,3335.03,1422220
XAUUSD,20250428,1800,3334.84,3349.51,3333.53,3348.57,1474610
XAUUSD,20250428,1900,3348.59,3352.84,3345.24,3351.93,1637820
XAUUSD,20250428,2000,3351.70,3352.14,3342.05,3343.51,643500
XAUUSD,20250428,2200,3343.74,3348.14,3332.01,3337.49,921070
XAUUSD,20250428,2300,3337.55,3342.49,3333.51,3337.32,1256200
XAUUSD,20250429,0000,3337.28,3338.84,3327.57,3329.74,723740
XAUUSD,20250429,0100,3329.55,3339.66,3322.53,3326.22,1528470
XAUUSD,20250429,0200,3326.05,3333.63,3319.20,3320.28,892750
XAUUSD,20250429,0300,3320.28,3321.47,3307.70,3315.84,1116050
XAUUSD,20250429,0400,3315.82,3317.80,3306.34,3309.01,602210
XAUUSD,20250429,0500,3308.99,3316.20,3304.72,3309.91,758990
XAUUSD,20250429,0600,3309.88,3323.63,3308.43,3318.49,2360470
XAUUSD,20250429,0700,3318.48,3322.95,3312.14,3322.74,1513440
XAUUSD,20250429,0800,3322.78,3324.68,3311.43,3311.57,1289080
XAUUSD,20250429,0900,3311.51,3315.68,3308.39,3308.78,1326820
XAUUSD,20250429,1000,3308.89,3315.41,3306.01,3312.61,1474440
XAUUSD,20250429,1100,3312.63,3315.74,3307.70,3309.14,1467110
XAUUSD,20250429,1200,3309.14,3314.47,3300.26,3312.53,2216020
XAUUSD,20250429,1300,3312.53,3320.99,3299.45,3306.09,3309610
XAUUSD,20250429,1400,3306.01,3317.53,3299.32,3314.30,1859730
XAUUSD,20250429,1500,3314.36,3315.43,3304.97,3312.20,1408250
XAUUSD,20250429,1600,3312.20,3329.72,3311.95,3328.49,1147680
XAUUSD,20250429,1700,3328.49,3329.43,3313.93,3314.03,1496100
XAUUSD,20250429,1800,3314.01,3319.80,3312.99,3319.72,1259570
XAUUSD,20250429,1900,3319.84,3324.80,3317.63,3320.30,1371380
XAUUSD,20250429,2000,3320.24,3323.18,3316.39,3316.59,598395
XAUUSD,20250429,2200,3316.18,3322.99,3315.68,3318.36,577160
XAUUSD,20250429,2300,3318.38,3318.97,3310.64,3316.78,362630
XAUUSD,20250430,0000,3316.82,3327.86,3311.05,3312.82,966410
XAUUSD,20250430,0100,3312.84,3322.53,3307.41,3307.82,1434380
XAUUSD,20250430,0200,3307.82,3312.86,3304.64,3306.49,1068140
XAUUSD,20250430,0300,3306.45,3310.99,3303.34,3304.39,1337630
XAUUSD,20250430,0400,3304.39,3308.74,3301.03,3307.80,2629690
XAUUSD,20250430,0500,3307.80,3314.45,3307.16,3309.16,2223290
XAUUSD,20250430,0600,3309.16,3311.05,3304.61,3305.55,1853940
XAUUSD,20250430,0700,3305.53,3314.36,3302.74,3306.76,1212010
XAUUSD,20250430,0800,3306.80,3307.43,3280.01,3284.24,2341540
XAUUSD,20250430,0900,3284.20,3286.70,3274.80,3275.68,1754890
XAUUSD,20250430,1000,3275.70,3280.66,3271.61,3272.36,1392810
XAUUSD,20250430,1100,3272.39,3281.43,3268.05,3272.11,1506010
XAUUSD,20250430,1200,3272.18,3304.55,3266.88,3298.32,2921070
XAUUSD,20250430,1300,3298.28,3319.55,3295.86,3308.55,5918420
XAUUSD,20250430,1400,3307.99,3313.30,3292.51,3309.49,10596970
XAUUSD,20250430,1500,3309.32,3314.26,3298.43,3307.74,3665230
