<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20250123,1600,2746.22,2757.13,2744.01,2753.71,5798980
XAUUSD,20250123,1700,2753.60,2758.66,2752.06,2757.57,3885360
XAUUSD,20250123,1800,2757.59,2758.14,2755.01,2755.68,1992680
XAUUSD,20250123,1900,2755.68,2757.90,2753.65,2753.95,2529620
XAUUSD,20250123,2000,2753.97,2754.61,2751.08,2753.77,3845840
XAUUSD,20250123,2100,2753.73,2754.50,2751.87,2754.14,408460
XAUUSD,20250123,2300,2753.95,2755.39,2753.18,2754.36,334020
XAUUSD,20250124,0000,2754.38,2760.93,2754.07,2759.59,1371220
XAUUSD,20250124,0100,2759.59,2762.45,2758.40,2762.18,3021030
XAUUSD,20250124,0200,2762.20,2775.20,2762.18,2774.05,3665870
XAUUSD,20250124,0300,2774.03,2777.22,2770.71,2772.24,3084990
XAUUSD,20250124,0400,2772.24,2774.82,2770.36,2771.82,1815600
XAUUSD,20250124,0500,2771.80,2776.49,2771.80,2775.05,3149790
XAUUSD,20250124,0600,2775.01,2778.11,2773.11,2773.66,3008730
XAUUSD,20250124,0700,2773.70,2775.32,2771.85,2772.43,3633300
XAUUSD,20250124,0800,2772.47,2775.16,2769.89,2773.99,1976270
XAUUSD,20250124,0900,2773.97,2777.66,2770.77,2772.68,2213410
XAUUSD,20250124,1000,2772.64,2776.00,2771.41,2775.60,1754100
XAUUSD,20250124,1100,2775.50,2779.95,2773.97,2776.49,1516170
XAUUSD,20250124,1200,2776.51,2778.93,2776.03,2778.41,1669240
XAUUSD,20250124,1300,2778.40,2784.51,2777.73,2782.12,5125460
XAUUSD,20250124,1400,2782.11,2784.20,2773.59,2777.64,5046210
XAUUSD,20250124,1500,2777.71,2785.82,2775.36,2775.72,6187440
XAUUSD,20250124,1600,2775.71,2777.41,2769.71,2771.82,5019030
XAUUSD,20250124,1700,2771.72,2775.99,2770.43,2773.12,2601150
XAUUSD,20250124,1800,2773.12,2773.99,2771.14,2773.32,2716210
XAUUSD,20250124,1900,2773.34,2775.11,2771.14,2774.53,2157030
XAUUSD,20250124,2000,2774.55,2774.68,2770.59,2770.91,1345230
XAUUSD,20250124,2100,2770.88,2772.01,2769.80,2769.80,763960
XAUUSD,20250126,2300,2770.30,2770.41,2764.45,2767.28,1695350
XAUUSD,20250127,0000,2767.28,2770.82,2765.84,2769.45,2656440
XAUUSD,20250127,0100,2769.57,2772.41,2762.66,2762.82,4622020
XAUUSD,20250127,0200,2762.82,2763.39,2753.62,2756.05,4167540
XAUUSD,20250127,0300,2756.03,2762.43,2754.93,2760.91,2066820
XAUUSD,20250127,0400,2760.91,2760.91,2755.47,2757.93,1726000
XAUUSD,20250127,0500,2757.80,2757.84,2752.66,2753.03,2316630
XAUUSD,20250127,0600,2752.99,2754.95,2750.57,2754.39,3505830
XAUUSD,20250127,0700,2754.43,2755.01,2747.07,2749.28,3766640
XAUUSD,20250127,0800,2749.24,2759.70,2749.16,2757.05,2668430
XAUUSD,20250127,0900,2757.05,2764.82,2755.45,2763.24,2186760
XAUUSD,20250127,1000,2763.22,2770.86,2762.61,2767.82,2479970
XAUUSD,20250127,1100,2767.76,2771.86,2764.84,2771.20,1973820
XAUUSD,20250127,1200,2771.22,2771.57,2760.26,2761.16,2469130
XAUUSD,20250127,1300,2761.16,2762.24,2752.18,2757.09,3468530
XAUUSD,20250127,1400,2757.10,2757.70,2744.91,2750.99,4542900
XAUUSD,20250127,1500,2751.01,2751.01,2739.28,2741.93,2543070
XAUUSD,20250127,1600,2741.88,2743.05,2733.07,2734.28,2383820
XAUUSD,20250127,1700,2734.28,2736.84,2730.53,2733.59,1501830
XAUUSD,20250127,1800,2733.57,2737.72,2732.93,2736.82,1063880
XAUUSD,20250127,1900,2736.78,2740.36,2736.59,2739.18,1114820
XAUUSD,20250127,2000,2739.20,2742.36,2737.93,2741.34,2424820
XAUUSD,20250127,2100,2741.37,2743.86,2739.76,2739.76,529780
XAUUSD,20250127,2300,2739.76,2745.05,2738.91,2741.61,900230
XAUUSD,20250128,0000,2741.61,2744.26,2739.68,2740.45,1386970
XAUUSD,20250128,0100,2740.60,2745.07,2739.34,2741.34,2316840
XAUUSD,20250128,0200,2741.30,2741.45,2738.28,2739.26,3248010
XAUUSD,20250128,0300,2739.26,2741.64,2737.68,2738.61,2208480
XAUUSD,20250128,0400,2738.61,2742.45,2738.27,2742.14,2352080
XAUUSD,20250128,0500,2742.43,2744.76,2741.03,2741.55,2272740
XAUUSD,20250128,0600,2741.51,2742.82,2738.91,2739.36,2091270
XAUUSD,20250128,0700,2739.47,2742.84,2738.16,2738.78,2246990
XAUUSD,20250128,0800,2738.86,2741.66,2734.74,2741.05,4281540
XAUUSD,20250128,0900,2741.11,2744.92,2740.30,2743.22,3657050
XAUUSD,20250128,1000,2743.20,2744.97,2740.80,2742.99,1874430
XAUUSD,20250128,1100,2742.99,2744.43,2741.41,2742.59,826100
XAUUSD,20250128,1200,2742.55,2745.41,2740.99,2745.39,739000
XAUUSD,20250128,1300,2745.41,2749.39,2744.99,2748.58,2248150
XAUUSD,20250128,1400,2748.65,2756.20,2748.65,2753.30,2259850
XAUUSD,20250128,1500,2753.29,2757.13,2750.93,2755.15,3169370
XAUUSD,20250128,1600,2755.15,2759.31,2755.05,2758.43,3703220
XAUUSD,20250128,1700,2758.43,2759.91,2757.28,2759.55,2436090
XAUUSD,20250128,1800,2759.59,2763.32,2758.99,2761.95,1851690
XAUUSD,20250128,1900,2761.92,2764.88,2761.07,2764.74,1399130
XAUUSD,20250128,2000,2764.64,2764.88,2762.20,2764.00,4689070
XAUUSD,20250128,2100,2763.95,2764.16,2762.72,2763.01,760390
XAUUSD,20250128,2300,2762.45,2764.03,2761.86,2762.55,472080
XAUUSD,20250129,0000,2762.57,2764.59,2762.11,2763.76,1028850
XAUUSD,20250129,0100,2763.71,2765.99,2763.47,2763.61,3438600
XAUUSD,20250129,0200,2763.61,2765.53,2763.30,2764.07,2180010
XAUUSD,20250129,0300,2764.09,2764.36,2762.14,2762.55,1365570
XAUUSD,20250129,0400,2762.54,2764.20,2761.39,2762.30,1535640
XAUUSD,20250129,0500,2762.24,2762.91,2759.97,2760.57,608320
XAUUSD,20250129,0600,2760.70,2761.95,2759.03,2759.03,1004820
XAUUSD,20250129,0700,2759.05,2760.47,2757.28,2759.03,1337850
XAUUSD,20250129,0800,2759.01,2765.93,2759.01,2763.89,4344210
XAUUSD,20250129,0900,2763.95,2764.26,2760.30,2762.54,3196330
XAUUSD,20250129,1000,2762.53,2763.14,2756.85,2757.99,3930640
XAUUSD,20250129,1100,2758.01,2759.72,2757.25,2758.93,3357710
XAUUSD,20250129,1200,2758.93,2758.99,2755.39,2756.36,3520440
XAUUSD,20250129,1300,2756.39,2759.38,2752.09,2758.49,4125930
XAUUSD,20250129,1400,2758.53,2760.93,2756.38,2759.18,3621760
XAUUSD,20250129,1500,2759.30,2759.61,2748.00,2754.01,3391150
XAUUSD,20250129,1600,2754.03,2756.14,2748.26,2751.41,3059540
XAUUSD,20250129,1700,2751.45,2754.28,2750.80,2752.80,3618170
XAUUSD,20250129,1800,2752.78,2753.76,2748.63,2751.00,5533495
XAUUSD,20250129,1900,2751.00,2757.49,2745.00,2754.95,6330249
XAUUSD,20250129,2000,2754.91,2758.97,2752.43,2754.81,5095590
XAUUSD,20250129,2100,2754.76,2759.43,2753.89,2758.61,1159030
XAUUSD,20250129,2300,2758.59,2760.41,2757.35,2760.03,692550
XAUUSD,20250130,0000,2760.03,2762.41,2758.78,2761.83,971370
XAUUSD,20250130,0100,2761.93,2761.93,2758.78,2760.01,3117780
XAUUSD,20250130,0200,2760.01,2761.35,2758.91,2760.20,2631005
XAUUSD,20250130,0300,2760.14,2762.30,2758.99,2761.57,2382520
XAUUSD,20250130,0400,2761.59,2763.16,2759.63,2760.18,2530110
XAUUSD,20250130,0500,2760.18,2761.03,2758.47,2760.45,2157000
XAUUSD,20250130,0600,2760.45,2766.25,2760.05,2765.25,2301300
XAUUSD,20250130,0700,2765.25,2769.31,2764.66,2768.93,3085380
XAUUSD,20250130,0800,2768.95,2776.43,2768.26,2776.05,2929670
XAUUSD,20250130,0900,2776.07,2776.20,2771.22,2774.11,3128110
XAUUSD,20250130,1000,2773.99,2779.13,2773.59,2778.22,3826080
XAUUSD,20250130,1100,2778.24,2779.41,2777.05,2777.63,3482750
XAUUSD,20250130,1200,2777.63,2781.11,2776.03,2780.11,4266780
XAUUSD,20250130,1300,2779.99,2785.81,2776.95,2785.50,4986770
XAUUSD,20250130,1400,2785.53,2789.05,2779.95,2786.71,3716400
XAUUSD,20250130,1500,2786.71,2796.68,2786.24,2795.34,7793290
XAUUSD,20250130,1600,2795.36,2798.30,2790.01,2790.55,5545820
XAUUSD,20250130,1700,2790.53,2795.66,2788.43,2795.39,2900480
XAUUSD,20250130,1800,2795.38,2796.97,2791.89,2794.80,3213850
XAUUSD,20250130,1900,2794.72,2795.07,2790.58,2793.26,2131940
XAUUSD,20250130,2000,2793.26,2798.07,2792.16,2795.47,3897610
XAUUSD,20250130,2100,2795.47,2798.14,2789.41,2793.47,1349930
XAUUSD,20250130,2300,2793.15,2796.58,2791.05,2795.97,1026870
XAUUSD,20250131,0000,2795.95,2799.38,2794.26,2795.70,1502040
XAUUSD,20250131,0100,2795.68,2796.49,2794.53,2796.18,3044470
XAUUSD,20250131,0200,2796.18,2798.01,2794.66,2796.01,2464680
XAUUSD,20250131,0300,2796.01,2798.07,2795.51,2796.20,3134070
XAUUSD,20250131,0400,2796.18,2796.24,2794.34,2795.84,1830870
XAUUSD,20250131,0500,2795.84,2796.30,2793.74,2795.45,2886630
XAUUSD,20250131,0600,2795.43,2795.64,2791.91,2792.64,2895330
XAUUSD,20250131,0700,2792.68,2800.64,2791.91,2798.07,3449630
XAUUSD,20250131,0800,2798.05,2799.28,2791.39,2793.14,3310850
XAUUSD,20250131,0900,2793.18,2796.32,2792.45,2793.39,1918240
XAUUSD,20250131,1000,2793.39,2795.09,2790.89,2794.09,1624560
XAUUSD,20250131,1100,2793.91,2800.53,2792.22,2799.99,1914090
XAUUSD,20250131,1200,2799.91,2807.57,2799.49,2805.26,2518100
XAUUSD,20250131,1300,2805.13,2808.32,2802.82,2806.16,3277430
XAUUSD,20250131,1400,2806.15,2812.47,2804.42,2812.20,3950750
XAUUSD,20250131,1500,2812.24,2816.93,2808.11,2808.93,8578220
XAUUSD,20250131,1600,2809.09,2810.11,2804.84,2807.30,3997840
XAUUSD,20250131,1700,2807.32,2816.09,2802.89,2808.47,7087260
XAUUSD,20250131,1800,2808.47,2808.88,2795.07,2798.68,5770820
XAUUSD,20250131,1900,2798.72,2802.59,2794.82,2795.91,3560930
XAUUSD,20250131,2000,2795.95,2801.99,2793.97,2800.70,4189050
XAUUSD,20250131,2100,2800.74,2802.30,2796.61,2798.09,1483530
XAUUSD,20250202,2300,2793.99,2803.15,2782.55,2792.55,2312740
XAUUSD,20250203,0000,2792.11,2795.60,2789.57,2792.01,3911560
XAUUSD,20250203,0100,2791.97,2792.03,2777.84,2782.09,3167800
XAUUSD,20250203,0200,2782.07,2782.59,2773.34,2777.93,4861570
XAUUSD,20250203,0300,2777.93,2778.32,2771.89,2774.22,3770682
XAUUSD,20250203,0400,2774.20,2782.86,2773.93,2780.59,4145910
XAUUSD,20250203,0500,2780.57,2784.93,2779.78,2782.91,2347080
XAUUSD,20250203,0600,2782.86,2787.95,2782.74,2786.51,2276050
XAUUSD,20250203,0700,2786.55,2789.64,2785.09,2789.16,3009505
XAUUSD,20250203,0800,2789.16,2800.30,2786.76,2796.57,3799260
XAUUSD,20250203,0900,2796.59,2800.68,2794.49,2796.19,3885670
XAUUSD,20250203,1000,2796.20,2799.95,2792.76,2797.86,3094410
XAUUSD,20250203,1100,2797.86,2804.14,2797.70,2801.05,2993110
XAUUSD,20250203,1200,2801.05,2810.51,2800.21,2810.19,3689130
XAUUSD,20250203,1300,2810.19,2811.72,2807.21,2810.88,4455660
XAUUSD,20250203,1400,2810.97,2830.30,2809.95,2829.54,6031040
XAUUSD,20250203,1500,2829.26,2829.86,2813.03,2817.22,6729280
XAUUSD,20250203,1600,2817.22,2824.99,2812.83,2813.97,3564340
XAUUSD,20250203,1700,2813.95,2822.07,2813.53,2816.99,2087080
XAUUSD,20250203,1800,2816.95,2821.66,2815.59,2820.91,1405150
XAUUSD,20250203,1900,2820.93,2822.76,2817.80,2818.67,1155820
XAUUSD,20250203,2000,2818.09,2819.30,2815.45,2816.49,2133480
XAUUSD,20250203,2100,2816.49,2817.35,2812.28,2813.93,1513090
XAUUSD,20250203,2300,2812.25,2814.80,2810.98,2813.55,1133560
XAUUSD,20250204,0000,2813.53,2817.26,2812.30,2816.86,665990
XAUUSD,20250204,0100,2817.22,2824.18,2815.68,2823.26,3299780
XAUUSD,20250204,0200,2823.26,2824.45,2816.55,2820.97,2849920
XAUUSD,20250204,0300,2820.93,2824.02,2817.20,2821.22,1612800
XAUUSD,20250204,0400,2821.24,2821.32,2817.64,2818.82,1514420
XAUUSD,20250204,0500,2818.82,2819.11,2813.13,2815.47,3554060
XAUUSD,20250204,0600,2815.47,2815.85,2810.65,2813.36,3472620
XAUUSD,20250204,0700,2813.39,2814.26,2806.93,2812.53,2747060
XAUUSD,20250204,0800,2812.59,2819.03,2809.92,2814.97,3424790
XAUUSD,20250204,0900,2814.95,2821.68,2813.89,2820.26,3905520
XAUUSD,20250204,1000,2820.26,2820.26,2812.39,2814.66,2808900
XAUUSD,20250204,1100,2814.66,2816.63,2813.13,2815.28,2458410
XAUUSD,20250204,1200,2815.30,2822.88,2814.28,2821.61,2539530
XAUUSD,20250204,1300,2821.64,2837.05,2821.20,2831.55,4235220
XAUUSD,20250204,1400,2831.55,2841.14,2828.89,2837.99,5396000
XAUUSD,20250204,1500,2837.99,2845.34,2833.57,2835.70,4437690
XAUUSD,20250204,1600,2835.68,2842.30,2832.41,2840.30,2253060
XAUUSD,20250204,1700,2840.32,2844.51,2839.30,2843.84,1895540
XAUUSD,20250204,1800,2843.78,2844.88,2842.25,2842.56,2012900
XAUUSD,20250204,1900,2842.56,2844.03,2841.66,2842.91,1488510
XAUUSD,20250204,2000,2842.91,2844.64,2840.70,2844.14,2208440
XAUUSD,20250204,2100,2844.16,2844.65,2840.70,2841.24,510650
XAUUSD,20250204,2300,2840.76,2842.45,2840.15,2841.03,514900
XAUUSD,20250205,0000,2841.09,2847.99,2840.51,2845.09,1396240
XAUUSD,20250205,0100,2845.11,2848.68,2839.34,2844.26,3566360
XAUUSD,20250205,0200,2844.28,2853.66,2843.76,2850.82,2108840
XAUUSD,20250205,0300,2850.82,2854.20,2849.59,2852.14,1541890
XAUUSD,20250205,0400,2852.09,2857.98,2851.66,2854.97,1105430
XAUUSD,20250205,0500,2854.99,2860.41,2853.45,2858.95,1076110
XAUUSD,20250205,0600,2858.93,2861.68,2856.76,2859.07,1998760
XAUUSD,20250205,0700,2859.01,2864.07,2854.70,2863.99,2396700
XAUUSD,20250205,0800,2863.95,2869.49,2863.41,2867.34,3552270
XAUUSD,20250205,0900,2867.32,2872.05,2865.26,2870.07,2173740
XAUUSD,20250205,1000,2870.11,2876.91,2865.88,2867.64,3203820
XAUUSD,20250205,1100,2867.66,2870.34,2864.59,2868.34,1987270
XAUUSD,20250205,1200,2868.36,2870.72,2866.84,2870.20,1532930
XAUUSD,20250205,1300,2870.14,2870.53,2858.32,2861.51,2967450
XAUUSD,20250205,1400,2861.53,2872.47,2860.47,2870.01,3389670
XAUUSD,20250205,1500,2869.89,2882.22,2869.89,2879.97,3441820
XAUUSD,20250205,1600,2879.96,2880.99,2862.86,2874.80,3235600
XAUUSD,20250205,1700,2874.78,2876.55,2871.20,2872.78,1930260
XAUUSD,20250205,1800,2872.80,2873.32,2863.66,2865.47,1733230
XAUUSD,20250205,1900,2865.45,2868.86,2862.57,2863.34,1469250
XAUUSD,20250205,2000,2863.38,2865.99,2859.80,2862.49,1673830
XAUUSD,20250205,2100,2862.36,2867.20,2860.93,2866.24,421110
XAUUSD,20250205,2300,2865.99,2870.78,2864.78,2868.99,667180
XAUUSD,20250206,0000,2868.99,2869.66,2867.05,2869.53,1674870
XAUUSD,20250206,0100,2869.57,2871.74,2863.45,2871.43,3542810
XAUUSD,20250206,0200,2871.57,2873.09,2868.14,2870.30,2398480
XAUUSD,20250206,0300,2870.32,2870.32,2864.12,2869.16,2784180
XAUUSD,20250206,0400,2869.18,2872.14,2868.05,2868.22,1362370
XAUUSD,20250206,0500,2868.14,2869.70,2865.24,2868.18,1261700
XAUUSD,20250206,0600,2868.18,2871.24,2858.36,2859.01,1975950
XAUUSD,20250206,0700,2859.03,2861.63,2854.74,2855.47,3142740
XAUUSD,20250206,0800,2855.47,2858.28,2848.53,2855.98,3270850
XAUUSD,20250206,0900,2855.98,2859.95,2855.59,2859.20,2533840
XAUUSD,20250206,1000,2859.20,2861.74,2855.45,2859.03,1689810
XAUUSD,20250206,1100,2858.97,2867.26,2857.92,2865.78,1636920
XAUUSD,20250206,1200,2865.80,2870.05,2863.43,2864.24,1620230
XAUUSD,20250206,1300,2864.24,2864.78,2855.38,2856.57,4355110
XAUUSD,20250206,1400,2856.55,2859.68,2840.91,2841.66,5131350
XAUUSD,20250206,1500,2841.66,2853.09,2833.95,2850.47,5169880
XAUUSD,20250206,1600,2850.47,2854.66,2848.70,2848.72,2578700
XAUUSD,20250206,1700,2848.70,2852.53,2847.99,2852.20,1424820
XAUUSD,20250206,1800,2852.20,2853.57,2849.68,2852.49,1434620
XAUUSD,20250206,1900,2852.53,2854.01,2850.16,2853.76,1398960
XAUUSD,20250206,2000,2853.72,2857.20,2853.49,2856.35,1729950
XAUUSD,20250206,2100,2856.47,2857.05,2854.66,2855.95,605680
XAUUSD,20250206,2300,2855.30,2858.55,2854.90,2857.84,468940
XAUUSD,20250207,0000,2857.84,2860.26,2857.82,2858.28,555700
XAUUSD,20250207,0100,2858.28,2868.07,2857.41,2866.03,1584090
XAUUSD,20250207,0200,2866.01,2869.09,2865.30,2868.59,1021070
XAUUSD,20250207,0300,2868.61,2870.39,2865.73,2867.03,1658220
XAUUSD,20250207,0400,2867.03,2869.39,2865.85,2866.20,965300
XAUUSD,20250207,0500,2866.25,2866.95,2861.84,2861.93,1021030
XAUUSD,20250207,0600,2861.86,2865.95,2858.84,2860.55,2457780
XAUUSD,20250207,0700,2860.59,2865.55,2860.09,2864.01,1598790
XAUUSD,20250207,0800,2864.07,2866.57,2863.03,2866.18,2027880
XAUUSD,20250207,0900,2866.16,2870.51,2865.43,2868.80,2942580
XAUUSD,20250207,1000,2868.86,2869.09,2863.26,2867.39,2558130
XAUUSD,20250207,1100,2867.36,2868.09,2864.88,2867.53,1583920
XAUUSD,20250207,1200,2867.53,2867.91,2863.24,2863.47,1302460
XAUUSD,20250207,1300,2863.53,2870.50,2852.09,2862.42,4162797
XAUUSD,20250207,1400,2862.42,2878.04,2855.97,2875.81,4939750
XAUUSD,20250207,1500,2875.47,2886.61,2873.07,2880.14,5392230
XAUUSD,20250207,1600,2880.24,2881.34,2860.34,2860.59,3578160
XAUUSD,20250207,1700,2860.59,2862.51,2853.14,2859.89,2501260
XAUUSD,20250207,1800,2859.89,2864.91,2859.59,2861.00,2085130
XAUUSD,20250207,1900,2860.99,2863.16,2858.70,2859.86,2300150
XAUUSD,20250207,2000,2859.93,2863.68,2859.18,2860.49,2314030
XAUUSD,20250207,2100,2860.49,2863.11,2859.70,2860.14,1215910
XAUUSD,20250209,2300,2858.07,2870.30,2854.45,2867.20,977690
XAUUSD,20250210,0000,2867.20,2868.86,2865.56,2867.82,1243860
XAUUSD,20250210,0100,2867.86,2876.36,2865.86,2871.70,2658750
XAUUSD,20250210,0200,2871.70,2874.76,2871.11,2873.74,3558020
XAUUSD,20250210,0300,2873.74,2875.51,2871.24,2875.36,1949480
XAUUSD,20250210,0400,2875.38,2879.36,2874.18,2879.07,976380
XAUUSD,20250210,0500,2879.05,2879.80,2875.91,2879.07,1981160
XAUUSD,20250210,0600,2879.05,2892.13,2878.70,2888.05,2003340
XAUUSD,20250210,0700,2888.01,2896.47,2886.64,2895.39,3254490
XAUUSD,20250210,0800,2895.39,2898.83,2892.09,2896.43,3615970
XAUUSD,20250210,0900,2896.39,2903.16,2896.03,2902.86,1788780
XAUUSD,20250210,1000,2902.89,2906.14,2898.00,2902.26,2212189
XAUUSD,20250210,1100,2902.26,2905.60,2898.09,2904.41,2706440
XAUUSD,20250210,1200,2904.38,2906.91,2902.51,2902.72,2054670
XAUUSD,20250210,1300,2902.68,2910.84,2899.53,2900.68,4920300
XAUUSD,20250210,1400,2900.66,2909.09,2896.20,2908.57,5275352
XAUUSD,20250210,1500,2908.57,2911.66,2904.24,2908.86,4360670
XAUUSD,20250210,1600,2908.91,2910.09,2898.78,2900.89,2307300
XAUUSD,20250210,1700,2900.88,2904.34,2896.32,2902.91,1893840
XAUUSD,20250210,1800,2902.91,2906.88,2900.64,2904.93,2753430
XAUUSD,20250210,1900,2904.95,2906.49,2902.32,2904.18,1923470
XAUUSD,20250210,2000,2904.16,2907.61,2902.68,2907.15,3744340
XAUUSD,20250210,2100,2907.11,2908.17,2905.09,2907.36,754970
XAUUSD,20250210,2300,2906.97,2921.45,2906.97,2917.66,1017670
XAUUSD,20250211,0000,2917.68,2924.85,2916.14,2922.11,908030
XAUUSD,20250211,0100,2922.23,2936.03,2919.21,2933.75,3648260
XAUUSD,20250211,0200,2933.75,2942.66,2905.01,2918.45,4299651
XAUUSD,20250211,0300,2918.25,2925.57,2911.09,2919.32,2928030
XAUUSD,20250211,0400,2919.32,2920.59,2914.64,2916.03,1961870
XAUUSD,20250211,0500,2916.03,2923.55,2915.13,2922.59,2062270
XAUUSD,20250211,0600,2922.59,2929.28,2915.16,2917.66,3350360
XAUUSD,20250211,0700,2917.64,2918.11,2907.09,2913.28,2460360
XAUUSD,20250211,0800,2913.24,2914.99,2906.84,2907.24,1730490
XAUUSD,20250211,0900,2907.20,2912.03,2902.80,2903.01,2006910
XAUUSD,20250211,1000,2902.97,2906.97,2901.72,2902.53,1985690
XAUUSD,20250211,1100,2902.45,2906.61,2902.07,2903.78,1596580
XAUUSD,20250211,1200,2903.76,2904.16,2886.36,2889.32,3507420
XAUUSD,20250211,1300,2889.03,2898.09,2881.64,2896.20,6210040
XAUUSD,20250211,1400,2896.26,2904.14,2894.57,2896.24,5097430
XAUUSD,20250211,1500,2896.03,2906.43,2890.68,2904.59,2876760
XAUUSD,20250211,1600,2904.61,2908.47,2902.13,2902.22,2378840
XAUUSD,20250211,1700,2902.20,2907.16,2899.45,2905.36,1827120
XAUUSD,20250211,1800,2905.36,2906.99,2903.07,2905.59,2037500
XAUUSD,20250211,1900,2905.57,2906.32,2899.61,2900.13,1469140
XAUUSD,20250211,2000,2900.13,2900.39,2893.86,2897.34,2772770
XAUUSD,20250211,2100,2897.45,2899.70,2896.76,2897.32,649380
XAUUSD,20250211,2300,2896.58,2900.59,2895.85,2898.38,435720
XAUUSD,20250212,0000,2898.38,2898.76,2889.07,2892.14,973110
XAUUSD,20250212,0100,2892.09,2897.57,2883.34,2893.13,3001900
XAUUSD,20250212,0200,2893.13,2897.74,2891.59,2892.26,1771300
XAUUSD,20250212,0300,2892.24,2892.89,2886.61,2888.86,1937630
XAUUSD,20250212,0400,2888.76,2890.36,2883.89,2885.01,1695340
XAUUSD,20250212,0500,2885.22,2887.80,2883.51,2886.14,1634920
XAUUSD,20250212,0600,2886.14,2894.39,2885.43,2892.43,1754750
XAUUSD,20250212,0700,2892.43,2895.70,2890.61,2892.66,2277240
XAUUSD,20250212,0800,2892.72,2893.91,2887.86,2891.55,2698560
XAUUSD,20250212,0900,2891.55,2893.30,2886.15,2886.49,1894770
XAUUSD,20250212,1000,2886.55,2889.80,2879.10,2882.55,2273780
XAUUSD,20250212,1100,2882.49,2885.82,2879.16,2879.36,2248030
XAUUSD,20250212,1200,2879.51,2885.78,2878.72,2884.85,2836010
XAUUSD,20250212,1300,2884.89,2885.51,2863.68,2884.53,5522070
XAUUSD,20250212,1400,2884.55,2897.80,2881.70,2894.16,3968590
XAUUSD,20250212,1500,2894.18,2895.82,2886.59,2894.51,2700050
XAUUSD,20250212,1600,2894.51,2904.30,2891.93,2902.28,2869260
XAUUSD,20250212,1700,2902.30,2909.03,2901.74,2902.62,2010340
XAUUSD,20250212,1800,2902.64,2903.61,2900.24,2900.77,1365350
XAUUSD,20250212,1900,2900.81,2901.61,2893.39,2897.68,1160714
XAUUSD,20250212,2000,2897.70,2901.26,2895.30,2900.82,2808120
XAUUSD,20250212,2100,2900.81,2904.16,2899.91,2903.97,1009110
XAUUSD,20250212,2300,2903.49,2906.40,2900.22,2905.50,539020
XAUUSD,20250213,0000,2905.50,2908.90,2904.23,2906.07,1169820
XAUUSD,20250213,0100,2906.01,2907.20,2901.19,2905.91,2188450
XAUUSD,20250213,0200,2905.88,2908.84,2905.11,2908.59,1365240
XAUUSD,20250213,0300,2908.57,2917.86,2907.23,2916.28,1329490
XAUUSD,20250213,0400,2916.28,2919.03,2916.05,2918.36,1032170
XAUUSD,20250213,0500,2918.39,2922.57,2916.41,2917.84,1144350
XAUUSD,20250213,0600,2917.84,2918.74,2912.35,2915.86,3051540
XAUUSD,20250213,0700,2915.84,2920.28,2912.99,2914.39,2895290
XAUUSD,20250213,0800,2914.32,2917.91,2909.30,2911.53,3528240
XAUUSD,20250213,0900,2911.53,2918.22,2909.64,2915.14,2476150
XAUUSD,20250213,1000,2915.03,2919.22,2913.72,2917.78,1025250
XAUUSD,20250213,1100,2917.70,2918.30,2915.16,2917.72,1723180
XAUUSD,20250213,1200,2917.78,2921.11,2915.34,2917.45,1341460
XAUUSD,20250213,1300,2917.45,2917.70,2905.55,2908.41,2992140
XAUUSD,20250213,1400,2908.38,2917.20,2906.39,2914.91,3230840
XAUUSD,20250213,1500,2914.89,2920.82,2914.38,2920.11,2904610
XAUUSD,20250213,1600,2920.09,2920.72,2912.89,2913.68,2084880
XAUUSD,20250213,1700,2913.66,2918.93,2913.36,2918.74,2308530
XAUUSD,20250213,1800,2918.78,2925.11,2913.99,2923.80,1705980
XAUUSD,20250213,1900,2923.80,2927.30,2923.70,2926.74,1102550
XAUUSD,20250213,2000,2926.72,2928.86,2924.66,2928.28,2876280
XAUUSD,20250213,2100,2928.24,2929.39,2927.14,2927.30,1002750
XAUUSD,20250213,2300,2926.74,2932.22,2926.68,2930.93,612680
XAUUSD,20250214,0000,2930.93,2931.24,2927.30,2927.64,965300
XAUUSD,20250214,0100,2927.74,2933.70,2927.68,2929.68,2112240
XAUUSD,20250214,0200,2929.72,2930.32,2925.80,2927.13,2498020
XAUUSD,20250214,0300,2927.13,2930.22,2922.91,2924.18,2004840
XAUUSD,20250214,0400,2924.17,2928.99,2923.61,2928.24,1077750
XAUUSD,20250214,0500,2928.26,2932.28,2926.53,2930.62,1950410
XAUUSD,20250214,0600,2930.58,2936.64,2929.70,2934.22,1801860
XAUUSD,20250214,0700,2934.20,2935.01,2930.34,2931.64,2316090
XAUUSD,20250214,0800,2931.66,2938.39,2930.61,2934.99,3729720
XAUUSD,20250214,0900,2934.93,2938.68,2933.89,2934.99,2772720
XAUUSD,20250214,1000,2934.99,2939.93,2934.03,2935.68,2359630
XAUUSD,20250214,1100,2935.72,2937.47,2929.13,2930.95,1388742
XAUUSD,20250214,1200,2930.91,2932.97,2927.66,2930.61,1835340
XAUUSD,20250214,1300,2930.59,2933.14,2917.41,2920.39,4730780
XAUUSD,20250214,1400,2920.45,2928.34,2914.11,2920.95,3706410
