UTC,Open,High,Low,Close,Volume
19.07.2024 13:00:00.000 UTC,157.674,157.698,157.411,157.509,33187.23
19.07.2024 14:00:00.000 UTC,157.51,157.528,157.263,157.338,26523.01
19.07.2024 15:00:00.000 UTC,157.338,157.454,157.277,157.389,21399.39
19.07.2024 16:00:00.000 UTC,157.389,157.44,157.34,157.413,11716.8
19.07.2024 17:00:00.000 UTC,157.411,157.427,157.352,157.415,11204.86
19.07.2024 18:00:00.000 UTC,157.416,157.497,157.402,157.487,7505.41
19.07.2024 19:00:00.000 UTC,157.488,157.524,157.469,157.499,2580.3
19.07.2024 20:00:00.000 UTC,157.497,157.527,157.401,157.475,1963.11
21.07.2024 21:00:00.000 UTC,157.329,157.439,157.252,157.362,492.57
21.07.2024 22:00:00.000 UTC,157.362,157.499,157.229,157.269,5338.05
21.07.2024 23:00:00.000 UTC,157.267,157.428,157.155,157.424,8087.65
22.07.2024 00:00:00.000 UTC,157.423,157.491,157.33,157.424,17260.99
22.07.2024 01:00:00.000 UTC,157.423,157.552,157.348,157.542,15255.23
22.07.2024 02:00:00.000 UTC,157.542,157.61,157.524,157.549,9367.98
22.07.2024 03:00:00.000 UTC,157.55,157.566,157.457,157.48,8113.22
22.07.2024 04:00:00.000 UTC,157.476,157.512,157.392,157.442,10023.36
22.07.2024 05:00:00.000 UTC,157.442,157.442,157.01,157.036,14355.29
22.07.2024 06:00:00.000 UTC,157.037,157.06,156.284,156.447,47455.2
22.07.2024 07:00:00.000 UTC,156.446,156.844,156.343,156.81,38971.93
22.07.2024 08:00:00.000 UTC,156.809,156.96,156.672,156.794,31487.98
22.07.2024 09:00:00.000 UTC,156.794,156.856,156.61,156.691,26464.46
22.07.2024 10:00:00.000 UTC,156.69,156.953,156.555,156.837,19778.08
22.07.2024 11:00:00.000 UTC,156.826,156.898,156.655,156.854,23018.39
22.07.2024 12:00:00.000 UTC,156.854,157.089,156.788,156.792,28081.89
22.07.2024 13:00:00.000 UTC,156.79,156.92,156.692,156.859,28158.98
22.07.2024 14:00:00.000 UTC,156.861,156.954,156.754,156.874,25159.69
22.07.2024 15:00:00.000 UTC,156.875,157.146,156.865,157.086,23056.58
22.07.2024 16:00:00.000 UTC,157.086,157.131,157.031,157.073,13138.62
22.07.2024 17:00:00.000 UTC,157.073,157.151,157.033,157.138,10259.88
22.07.2024 18:00:00.000 UTC,157.136,157.17,157.055,157.063,10159.27
22.07.2024 19:00:00.000 UTC,157.064,157.118,157.059,157.079,7191.54
22.07.2024 20:00:00.000 UTC,157.08,157.098,157,157.001,1710.84
22.07.2024 21:00:00.000 UTC,157.001,157.001,156.864,156.933,417.27
22.07.2024 22:00:00.000 UTC,156.939,157.076,156.93,157.038,3188.78
22.07.2024 23:00:00.000 UTC,157.037,157.101,156.885,156.903,9890.91
23.07.2024 00:00:00.000 UTC,156.901,156.927,156.645,156.656,22314.83
23.07.2024 01:00:00.000 UTC,156.658,156.848,156.579,156.704,17892.1
23.07.2024 02:00:00.000 UTC,156.706,156.766,156.519,156.632,9745.08
23.07.2024 03:00:00.000 UTC,156.636,156.668,156.197,156.279,22683.62
23.07.2024 04:00:00.000 UTC,156.279,156.385,156.205,156.304,16015.8
23.07.2024 05:00:00.000 UTC,156.304,156.449,156.264,156.314,14094.02
23.07.2024 06:00:00.000 UTC,156.315,156.622,156.22,156.586,28713.08
23.07.2024 07:00:00.000 UTC,156.585,156.635,155.929,156.04,41149.93
23.07.2024 08:00:00.000 UTC,156.04,156.133,155.823,156.011,36322.78
23.07.2024 09:00:00.000 UTC,156.011,156.071,155.819,155.944,23461.08
23.07.2024 10:00:00.000 UTC,155.945,156.161,155.919,156.046,19806.44
23.07.2024 11:00:00.000 UTC,156.046,156.189,156.034,156.153,23582.81
23.07.2024 12:00:00.000 UTC,156.154,156.265,155.942,156.027,31524.14
23.07.2024 13:00:00.000 UTC,156.028,156.209,155.987,156.092,31929.95
23.07.2024 14:00:00.000 UTC,156.089,156.196,155.971,155.979,25023.43
23.07.2024 15:00:00.000 UTC,155.982,156.089,155.945,156.021,14621.39
23.07.2024 16:00:00.000 UTC,156.02,156.054,155.694,155.781,11476.32
23.07.2024 17:00:00.000 UTC,155.783,155.805,155.577,155.69,18240.59
23.07.2024 18:00:00.000 UTC,155.689,155.754,155.624,155.628,4937.98
23.07.2024 19:00:00.000 UTC,155.627,155.67,155.589,155.638,6469.2
23.07.2024 20:00:00.000 UTC,155.639,155.649,155.546,155.552,2915.57
23.07.2024 21:00:00.000 UTC,155.552,155.587,155.528,155.582,641.4
23.07.2024 22:00:00.000 UTC,155.581,155.643,155.565,155.636,2817.33
23.07.2024 23:00:00.000 UTC,155.635,155.817,155.628,155.76,7286.41
24.07.2024 00:00:00.000 UTC,155.761,155.99,155.761,155.824,21113.86
24.07.2024 01:00:00.000 UTC,155.825,155.876,155.176,155.246,32965.76
24.07.2024 02:00:00.000 UTC,155.246,155.523,155.229,155.255,18414.39
24.07.2024 03:00:00.000 UTC,155.256,155.292,155.046,155.055,25857.9
24.07.2024 04:00:00.000 UTC,155.054,155.054,154.54,154.609,35455.02
24.07.2024 05:00:00.000 UTC,154.608,154.795,154.351,154.631,24864.21
24.07.2024 06:00:00.000 UTC,154.63,154.688,154.373,154.586,39456.38
24.07.2024 07:00:00.000 UTC,154.585,154.881,154.41,154.591,34835.35
24.07.2024 08:00:00.000 UTC,154.59,154.943,154.547,154.859,19336.93
24.07.2024 09:00:00.000 UTC,154.86,154.932,154.275,154.774,25233.57
24.07.2024 10:00:00.000 UTC,154.775,154.841,154.487,154.561,17332.58
24.07.2024 11:00:00.000 UTC,154.559,154.578,154.056,154.188,20987.78
24.07.2024 12:00:00.000 UTC,154.187,154.224,153.758,153.804,37699.92
24.07.2024 13:00:00.000 UTC,153.806,153.996,153.343,153.429,33331.98
24.07.2024 14:00:00.000 UTC,153.425,153.59,153.105,153.266,57511.39
24.07.2024 15:00:00.000 UTC,153.267,153.499,153.264,153.382,32339.96
24.07.2024 16:00:00.000 UTC,153.383,153.583,153.342,153.467,19320.04
24.07.2024 17:00:00.000 UTC,153.468,153.856,153.447,153.825,17828.26
24.07.2024 18:00:00.000 UTC,153.825,154.071,153.806,154.003,16439.16
24.07.2024 19:00:00.000 UTC,154.003,154.096,153.877,154.015,11588.09
24.07.2024 20:00:00.000 UTC,154.015,154.016,153.85,153.85,2844.24
24.07.2024 21:00:00.000 UTC,153.848,153.88,153.518,153.687,1919.07
24.07.2024 22:00:00.000 UTC,153.686,153.788,153.551,153.594,8204.3
24.07.2024 23:00:00.000 UTC,153.59,153.952,153.586,153.916,15737.43
25.07.2024 00:00:00.000 UTC,153.914,153.968,152.838,153.243,40598.18
25.07.2024 01:00:00.000 UTC,153.246,153.345,152.642,152.857,21869.77
25.07.2024 02:00:00.000 UTC,152.858,152.952,152.512,152.637,14410.02
25.07.2024 03:00:00.000 UTC,152.637,152.637,152.229,152.317,17207.49
25.07.2024 04:00:00.000 UTC,152.315,152.652,152.312,152.618,10634.57
25.07.2024 05:00:00.000 UTC,152.619,152.97,152.582,152.741,13852.22
25.07.2024 06:00:00.000 UTC,152.738,152.867,152.542,152.845,21385.35
25.07.2024 07:00:00.000 UTC,152.846,152.929,152.051,152.193,23789.27
25.07.2024 08:00:00.000 UTC,152.193,152.747,151.941,152.703,19075
25.07.2024 09:00:00.000 UTC,152.703,152.739,152.247,152.308,13464.73
25.07.2024 10:00:00.000 UTC,152.305,152.358,152.087,152.207,11439.64
25.07.2024 11:00:00.000 UTC,152.206,152.729,152.17,152.72,21504.79
25.07.2024 12:00:00.000 UTC,152.722,153.735,152.551,153.519,50972.4
25.07.2024 13:00:00.000 UTC,153.52,154.193,153.414,153.653,50452.39
25.07.2024 14:00:00.000 UTC,153.656,153.739,153.228,153.639,33961.79
25.07.2024 15:00:00.000 UTC,153.637,154.101,153.632,153.978,28572.42
25.07.2024 16:00:00.000 UTC,153.979,154.318,153.904,154.027,30507.24
25.07.2024 17:00:00.000 UTC,154.03,154.042,153.748,154.033,38066.8
25.07.2024 18:00:00.000 UTC,154.031,154.048,153.768,153.784,29003.46
25.07.2024 19:00:00.000 UTC,153.784,153.919,153.784,153.919,11392.56
25.07.2024 20:00:00.000 UTC,153.917,154.046,153.807,153.907,3826.62
25.07.2024 21:00:00.000 UTC,153.907,153.922,153.866,153.915,307.44
25.07.2024 22:00:00.000 UTC,153.915,153.987,153.895,153.902,3212.59
25.07.2024 23:00:00.000 UTC,153.9,153.901,153.373,153.7,23685.54
26.07.2024 00:00:00.000 UTC,153.699,154.139,153.366,153.919,22663.73
26.07.2024 01:00:00.000 UTC,153.917,154.087,153.428,153.581,28524.2
26.07.2024 02:00:00.000 UTC,153.579,153.967,153.565,153.919,13053.44
26.07.2024 03:00:00.000 UTC,153.919,153.919,153.738,153.753,11518.97
26.07.2024 04:00:00.000 UTC,153.753,153.831,153.59,153.676,14139.49
26.07.2024 05:00:00.000 UTC,153.677,153.804,153.499,153.642,14030.61
26.07.2024 06:00:00.000 UTC,153.642,153.755,153.539,153.635,37884.1
26.07.2024 07:00:00.000 UTC,153.635,154.17,153.566,153.918,31592.34
26.07.2024 08:00:00.000 UTC,153.916,154.431,153.862,154.299,26328.07
26.07.2024 09:00:00.000 UTC,154.297,154.355,154.033,154.205,29835.27
26.07.2024 10:00:00.000 UTC,154.206,154.645,154.194,154.563,25287.55
26.07.2024 11:00:00.000 UTC,154.567,154.737,154.519,154.61,25886.79
26.07.2024 12:00:00.000 UTC,154.611,154.725,154.024,154.218,35550.12
26.07.2024 13:00:00.000 UTC,154.217,154.218,153.668,153.781,40337.59
26.07.2024 14:00:00.000 UTC,153.781,154.101,153.096,153.5,42962.55
26.07.2024 15:00:00.000 UTC,153.501,153.875,153.495,153.868,36123.39
26.07.2024 16:00:00.000 UTC,153.868,153.868,153.706,153.784,24168.54
26.07.2024 17:00:00.000 UTC,153.784,153.872,153.673,153.729,16085.67
26.07.2024 18:00:00.000 UTC,153.732,153.826,153.707,153.728,19127.13
26.07.2024 19:00:00.000 UTC,153.729,153.765,153.674,153.754,6644.37
26.07.2024 20:00:00.000 UTC,153.756,153.795,153.709,153.718,2095.83
28.07.2024 21:00:00.000 UTC,153.652,153.772,153.475,153.529,842.1
28.07.2024 22:00:00.000 UTC,153.692,154.02,153.654,154.02,13839.96
28.07.2024 23:00:00.000 UTC,154.018,154.212,153.98,154.143,20748.57
29.07.2024 00:00:00.000 UTC,154.149,154.351,153.52,153.66,31531.81
29.07.2024 01:00:00.000 UTC,153.653,153.83,153.236,153.438,35453.01
29.07.2024 02:00:00.000 UTC,153.439,153.534,153.014,153.419,20462.55
29.07.2024 03:00:00.000 UTC,153.42,153.694,153.328,153.511,22278.22
29.07.2024 04:00:00.000 UTC,153.517,153.607,153.322,153.413,25079.85
29.07.2024 05:00:00.000 UTC,153.412,153.664,153.3,153.381,18595.48
29.07.2024 06:00:00.000 UTC,153.381,153.447,153.138,153.354,31690.23
29.07.2024 07:00:00.000 UTC,153.352,153.723,153.232,153.617,45245.79
29.07.2024 08:00:00.000 UTC,153.618,153.915,153.586,153.686,35153.49
29.07.2024 09:00:00.000 UTC,153.685,153.772,153.587,153.701,31887.13
29.07.2024 10:00:00.000 UTC,153.701,153.892,153.601,153.684,25637.3
29.07.2024 11:00:00.000 UTC,153.683,153.837,153.59,153.833,27742.57
29.07.2024 12:00:00.000 UTC,153.833,154.032,153.754,153.883,42510.28
29.07.2024 13:00:00.000 UTC,153.885,154.207,153.731,154.175,35840.01
29.07.2024 14:00:00.000 UTC,154.174,154.203,154.002,154.048,41332.42
29.07.2024 15:00:00.000 UTC,154.047,154.047,153.869,153.964,27493.81
29.07.2024 16:00:00.000 UTC,153.965,154.091,153.933,153.942,13544.3
29.07.2024 17:00:00.000 UTC,153.943,154.031,153.887,154,11588.13
29.07.2024 18:00:00.000 UTC,154,154.054,153.966,153.986,15803.18
29.07.2024 19:00:00.000 UTC,153.981,154.038,153.958,153.999,11604.93
29.07.2024 20:00:00.000 UTC,153.998,154.051,153.974,154.01,3734.22
29.07.2024 21:00:00.000 UTC,154.01,154.068,153.903,154.004,1197.89
29.07.2024 22:00:00.000 UTC,154.009,154.061,153.97,154.019,9832.51
29.07.2024 23:00:00.000 UTC,154.018,154.028,153.765,153.835,15284.27
30.07.2024 00:00:00.000 UTC,153.833,154.059,153.615,153.961,19676.29
30.07.2024 01:00:00.000 UTC,153.961,154.247,153.848,153.992,19354.46
30.07.2024 02:00:00.000 UTC,153.993,154.132,153.948,154.022,13135.87
30.07.2024 03:00:00.000 UTC,154.021,154.165,153.974,154.069,19504.77
30.07.2024 04:00:00.000 UTC,154.073,154.442,154.061,154.437,18059.84
30.07.2024 05:00:00.000 UTC,154.436,154.768,154.421,154.664,15004.2
30.07.2024 06:00:00.000 UTC,154.662,155.213,154.595,155.049,16084.83
30.07.2024 07:00:00.000 UTC,155.045,155.143,154.719,154.894,15420.39
30.07.2024 08:00:00.000 UTC,154.898,154.912,154.602,154.663,9561.09
30.07.2024 09:00:00.000 UTC,154.666,154.933,154.661,154.809,8070.94
30.07.2024 10:00:00.000 UTC,154.813,154.877,154.693,154.732,4477.23
30.07.2024 11:00:00.000 UTC,154.733,154.895,154.724,154.884,5956.56
30.07.2024 12:00:00.000 UTC,154.884,155.021,154.81,154.94,33242.18
30.07.2024 13:00:00.000 UTC,154.941,154.941,154.291,154.333,51997.74
30.07.2024 14:00:00.000 UTC,154.318,154.652,154.318,154.599,48151.8
30.07.2024 15:00:00.000 UTC,154.599,154.601,153.646,153.726,51249.56
30.07.2024 16:00:00.000 UTC,153.726,153.855,153.137,153.238,29333.61
30.07.2024 17:00:00.000 UTC,153.238,153.38,152.979,153.203,34036.18
30.07.2024 18:00:00.000 UTC,153.204,153.441,153.136,153.257,25225.39
30.07.2024 19:00:00.000 UTC,153.257,153.317,153.204,153.275,10606.93
30.07.2024 20:00:00.000 UTC,153.276,153.282,152.645,152.756,8932.55
30.07.2024 21:00:00.000 UTC,152.698,152.809,152.614,152.658,1527.84
30.07.2024 22:00:00.000 UTC,152.658,153.139,152.42,152.878,23615.29
30.07.2024 23:00:00.000 UTC,152.875,152.974,152.417,152.658,29085.93
31.07.2024 00:00:00.000 UTC,152.658,152.741,152.105,152.378,33502.42
31.07.2024 01:00:00.000 UTC,152.373,152.529,152.164,152.424,20060.18
31.07.2024 02:00:00.000 UTC,152.411,153.325,152.335,152.876,33004.46
31.07.2024 03:00:00.000 UTC,152.877,153.828,151.587,153.57,21755.89
31.07.2024 04:00:00.000 UTC,153.586,153.894,152.408,152.55,34030.65
31.07.2024 05:00:00.000 UTC,152.55,153.165,152.466,152.87,26945.52
31.07.2024 06:00:00.000 UTC,152.869,153.059,152.213,152.228,38105.1
31.07.2024 07:00:00.000 UTC,152.228,152.434,150.607,150.921,42971.94
31.07.2024 08:00:00.000 UTC,150.921,150.983,150.049,150.922,54163.99
31.07.2024 09:00:00.000 UTC,150.917,150.942,150.356,150.403,35577.49
31.07.2024 10:00:00.000 UTC,150.402,150.587,150.144,150.507,27991.83
31.07.2024 11:00:00.000 UTC,150.506,150.581,150.08,150.183,43793.82
31.07.2024 12:00:00.000 UTC,150.189,150.475,149.785,150.331,51744.49
31.07.2024 13:00:00.000 UTC,150.332,150.349,149.818,149.82,42339.06
31.07.2024 14:00:00.000 UTC,149.822,150.674,149.625,150.434,42221.75
31.07.2024 15:00:00.000 UTC,150.435,150.574,150.277,150.38,39141.87
31.07.2024 16:00:00.000 UTC,150.38,150.661,150.368,150.56,23880.19
31.07.2024 17:00:00.000 UTC,150.559,150.953,150.544,150.796,27859.42
31.07.2024 18:00:00.000 UTC,150.796,151.257,150.328,150.437,51728.23
31.07.2024 19:00:00.000 UTC,150.444,150.495,149.606,149.786,50640.42
31.07.2024 20:00:00.000 UTC,149.786,150.278,149.754,149.956,9680.27
31.07.2024 21:00:00.000 UTC,149.941,149.941,149.829,149.874,1242.03
31.07.2024 22:00:00.000 UTC,149.874,150.19,149.794,150.17,13280.48
31.07.2024 23:00:00.000 UTC,150.17,150.318,149.667,149.786,25535.7
