<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20260123,1300,4939.18,4947.78,4923.31,4938.94,2750760
XAUUSD,20260123,1400,4938.86,4956.32,4932.53,4942.99,2445300
XAUUSD,20260123,1500,4943.01,4963.27,4937.97,4960.30,2873120
XAUUSD,20260123,1600,4960.35,4988.10,4958.90,4980.13,2637630
XAUUSD,20260123,1700,4980.16,4987.81,4961.85,4965.52,2294500
XAUUSD,20260123,1800,4965.59,4983.89,4957.99,4966.38,2282100
XAUUSD,20260123,1900,4966.51,4989.68,4966.51,4983.94,1647040
XAUUSD,20260123,2000,4983.88,4985.45,4970.39,4980.73,2277110
XAUUSD,20260123,2100,4980.81,4989.65,4977.93,4983.78,905920
XAUUSD,20260125,2300,5003.28,5039.69,5001.10,5039.40,2335160
XAUUSD,20260126,0000,5039.52,5051.89,5030.27,5041.49,1871790
XAUUSD,20260126,0100,5041.56,5085.35,5028.74,5070.77,3758140
XAUUSD,20260126,0200,5070.73,5092.78,5066.63,5080.69,3153200
XAUUSD,20260126,0300,5080.69,5087.57,5069.90,5076.52,2731190
XAUUSD,20260126,0400,5076.44,5077.98,5058.05,5070.18,1536130
XAUUSD,20260126,0500,5070.15,5076.32,5052.18,5074.19,2759810
XAUUSD,20260126,0600,5074.16,5110.89,5065.18,5077.23,2749570
XAUUSD,20260126,0700,5077.23,5095.59,5073.57,5088.85,1865050
XAUUSD,20260126,0800,5088.81,5098.23,5080.00,5083.19,1945120
XAUUSD,20260126,0900,5082.97,5098.38,5075.15,5083.99,1824920
XAUUSD,20260126,1000,5084.57,5094.90,5078.40,5091.55,1487230
XAUUSD,20260126,1100,5091.52,5092.76,5078.22,5091.35,1544690
XAUUSD,20260126,1200,5091.39,5096.84,5076.94,5078.74,1901010
XAUUSD,20260126,1300,5078.66,5082.91,5054.38,5068.40,2991700
XAUUSD,20260126,1400,5068.52,5096.81,5058.13,5095.90,3239660
XAUUSD,20260126,1500,5095.90,5097.22,5073.85,5090.61,3356380
XAUUSD,20260126,1600,5090.65,5105.02,5065.02,5089.38,3456460
XAUUSD,20260126,1700,5089.38,5104.86,5080.20,5100.81,3092290
XAUUSD,20260126,1800,5100.85,5103.10,5057.43,5068.69,4492820
XAUUSD,20260126,1900,5068.66,5069.56,5008.02,5028.23,5355950
XAUUSD,20260126,2000,5028.27,5062.06,5026.09,5055.10,4923960
XAUUSD,20260126,2100,5055.10,5058.80,4989.81,5009.53,3825940
XAUUSD,20260126,2300,5011.70,5061.19,5010.92,5043.19,1819820
XAUUSD,20260127,0000,5043.23,5053.77,5013.60,5032.65,1754850
XAUUSD,20260127,0100,5032.66,5075.64,5018.25,5059.81,3667198
XAUUSD,20260127,0200,5059.94,5079.57,5049.41,5072.31,2444000
XAUUSD,20260127,0300,5072.35,5078.98,5060.01,5076.81,2095850
XAUUSD,20260127,0400,5076.78,5078.57,5061.32,5067.56,1855830
XAUUSD,20260127,0500,5067.51,5085.11,5057.01,5082.82,2285150
XAUUSD,20260127,0600,5082.85,5093.82,5076.52,5085.57,2172460
XAUUSD,20260127,0700,5085.59,5100.59,5081.10,5085.73,2700030
XAUUSD,20260127,0800,5085.73,5087.98,5073.07,5079.34,2243540
XAUUSD,20260127,0900,5079.31,5099.35,5077.56,5098.60,1772460
XAUUSD,20260127,1000,5098.19,5098.43,5081.74,5086.19,1505070
XAUUSD,20260127,1100,5086.23,5090.59,5066.81,5076.70,1550888
XAUUSD,20260127,1200,5076.76,5091.02,5073.40,5084.82,1978560
XAUUSD,20260127,1300,5084.84,5092.69,5069.44,5077.06,3059210
XAUUSD,20260127,1400,5077.06,5081.98,5046.47,5052.56,4468270
XAUUSD,20260127,1500,5052.05,5091.07,5047.48,5090.77,4195740
XAUUSD,20260127,1600,5090.57,5103.07,5083.06,5087.30,3259490
XAUUSD,20260127,1700,5087.27,5093.85,5076.56,5081.01,3116870
XAUUSD,20260127,1800,5081.03,5095.41,5076.14,5087.85,2684190
XAUUSD,20260127,1900,5087.88,5099.88,5080.88,5098.74,1897780
XAUUSD,20260127,2000,5098.72,5182.19,5097.74,5176.55,5021060
XAUUSD,20260127,2100,5176.75,5190.23,5168.85,5178.68,2374260
XAUUSD,20260127,2300,5178.73,5184.00,5158.52,5171.90,1860670
XAUUSD,20260128,0000,5171.98,5179.93,5157.11,5171.86,1910640
XAUUSD,20260128,0100,5171.65,5224.98,5168.44,5204.27,4286370
XAUUSD,20260128,0200,5204.31,5234.41,5201.38,5231.81,3285250
XAUUSD,20260128,0300,5231.45,5247.48,5224.27,5234.94,2824620
XAUUSD,20260128,0400,5234.85,5248.76,5232.10,5245.39,1819760
XAUUSD,20260128,0500,5245.40,5266.40,5241.32,5261.14,2321740
XAUUSD,20260128,0600,5261.19,5271.19,5251.69,5269.80,2402930
XAUUSD,20260128,0700,5269.64,5292.56,5262.77,5290.34,2458660
XAUUSD,20260128,0800,5290.28,5311.24,5280.39,5293.35,2921690
XAUUSD,20260128,0900,5293.38,5297.20,5262.91,5278.06,2505370
XAUUSD,20260128,1000,5278.10,5285.52,5269.24,5269.82,1987050
XAUUSD,20260128,1100,5269.85,5270.63,5238.35,5261.38,2706080
XAUUSD,20260128,1200,5261.39,5279.11,5251.52,5279.02,2852550
XAUUSD,20260128,1300,5278.97,5289.23,5256.64,5266.30,4602810
XAUUSD,20260128,1400,5266.57,5288.24,5248.53,5285.94,3854580
XAUUSD,20260128,1500,5285.46,5298.13,5235.24,5278.09,5512110
XAUUSD,20260128,1600,5278.05,5300.01,5274.26,5299.65,3814100
XAUUSD,20260128,1700,5299.59,5306.80,5282.94,5297.85,3349680
XAUUSD,20260128,1800,5298.22,5325.76,5268.24,5279.25,4746990
XAUUSD,20260128,1900,5279.26,5331.60,5269.16,5325.10,5071950
XAUUSD,20260128,2000,5324.89,5391.19,5320.95,5376.44,4758930
XAUUSD,20260128,2100,5376.56,5418.94,5376.55,5414.57,2510810
XAUUSD,20260128,2300,5417.10,5596.81,5417.10,5512.26,4920460
XAUUSD,20260129,0000,5512.80,5526.69,5452.31,5519.90,3644210
XAUUSD,20260129,0100,5519.86,5551.31,5444.35,5545.40,4524660
XAUUSD,20260129,0200,5545.35,5549.85,5503.85,5535.56,3765700
XAUUSD,20260129,0300,5535.63,5548.78,5507.84,5545.65,3119930
XAUUSD,20260129,0400,5545.64,5564.34,5532.98,5557.85,2433480
XAUUSD,20260129,0500,5557.45,5564.23,5515.48,5562.30,2996180
XAUUSD,20260129,0600,5562.48,5595.27,5554.52,5561.06,4144110
XAUUSD,20260129,0700,5561.02,5574.84,5536.57,5548.76,4033150
XAUUSD,20260129,0800,5548.73,5554.59,5472.97,5509.65,3978520
XAUUSD,20260129,0900,5509.36,5529.60,5497.57,5513.72,2618120
XAUUSD,20260129,1000,5513.76,5525.30,5482.23,5483.27,2366160
XAUUSD,20260129,1100,5483.63,5528.69,5470.55,5522.44,2912020
XAUUSD,20260129,1200,5522.43,5542.84,5518.31,5533.91,2745410
XAUUSD,20260129,1300,5533.95,5540.93,5499.63,5510.15,4139890
XAUUSD,20260129,1400,5510.32,5549.34,5490.77,5496.05,5042280
XAUUSD,20260129,1500,5496.06,5496.06,5098.77,5181.85,5456290
XAUUSD,20260129,1600,5181.82,5310.81,5171.45,5263.77,5129940
XAUUSD,20260129,1700,5263.72,5375.26,5263.72,5334.39,5384530
XAUUSD,20260129,1800,5334.48,5361.52,5306.82,5338.63,4716440
XAUUSD,20260129,1900,5338.63,5344.94,5289.65,5305.39,4589430
XAUUSD,20260129,2000,5305.40,5406.78,5282.34,5393.56,4307610
XAUUSD,20260129,2100,5393.60,5425.16,5370.00,5378.81,3583480
XAUUSD,20260129,2300,5384.57,5447.65,5376.10,5437.99,2254870
XAUUSD,20260130,0000,5437.99,5450.74,5389.24,5406.81,2464420
XAUUSD,20260130,0100,5407.27,5409.27,5290.00,5300.13,5215730
XAUUSD,20260130,0200,5300.10,5312.10,5111.40,5223.89,6501130
XAUUSD,20260130,0300,5223.80,5228.65,5150.23,5195.41,4414250
XAUUSD,20260130,0400,5195.34,5229.99,5192.76,5214.55,3026940
XAUUSD,20260130,0500,5213.51,5240.86,5179.19,5184.03,3057130
XAUUSD,20260130,0600,5184.11,5204.84,5145.10,5155.39,4243490
XAUUSD,20260130,0700,5155.36,5185.66,5117.20,5180.81,4819160
XAUUSD,20260130,0800,5180.81,5180.81,5051.78,5116.45,5376050
XAUUSD,20260130,0900,5116.53,5132.27,4940.90,5012.36,7776350
XAUUSD,20260130,1000,5012.35,5121.35,4999.38,5118.77,5593670
XAUUSD,20260130,1100,5118.28,5144.29,5087.22,5135.28,4746290
XAUUSD,20260130,1200,5135.28,5145.44,5054.19,5063.55,5587980
XAUUSD,20260130,1300,5063.55,5099.26,4990.88,5018.97,6936040
XAUUSD,20260130,1400,5018.81,5112.26,5013.82,5031.82,8050160
XAUUSD,20260130,1500,5031.70,5073.41,4979.73,5050.05,6849040
XAUUSD,20260130,1600,5050.03,5051.53,4943.19,4984.47,6108750
XAUUSD,20260130,1700,4984.52,4985.52,4799.46,4848.90,7947320
XAUUSD,20260130,1800,4848.80,4892.36,4679.73,4877.50,6847020
XAUUSD,20260130,1900,4877.80,4947.48,4841.81,4931.93,4786480
XAUUSD,20260130,2000,4931.98,4932.24,4806.43,4846.81,5786480
XAUUSD,20260130,2100,4846.30,4895.61,4830.88,4895.12,3491430
