time,open,high,low,close,volume
23.09.2024 02:00:00.000 UTC,144.371,144.447,144.303,144.362,11540.16
23.09.2024 03:00:00.000 UTC,144.361,144.401,144.261,144.315,9855.27
23.09.2024 04:00:00.000 UTC,144.316,144.35,144.179,144.256,9276.68
23.09.2024 05:00:00.000 UTC,144.255,144.317,144.101,144.113,10122.09
23.09.2024 06:00:00.000 UTC,144.114,144.195,143.865,143.988,31234.78
23.09.2024 07:00:00.000 UTC,143.99,144.04,143.55,143.666,50474.42
23.09.2024 08:00:00.000 UTC,143.665,143.744,143.435,143.589,39265.52
23.09.2024 09:00:00.000 UTC,143.588,143.744,143.517,143.626,34850.41
23.09.2024 10:00:00.000 UTC,143.625,143.666,143.278,143.371,34465.95
23.09.2024 11:00:00.000 UTC,143.368,143.643,143.162,143.609,28169.21
23.09.2024 12:00:00.000 UTC,143.615,143.876,143.454,143.772,39166.64
23.09.2024 13:00:00.000 UTC,143.772,144.205,143.457,144.052,39335.69
23.09.2024 14:00:00.000 UTC,144.056,144.345,143.707,143.771,51142.46
23.09.2024 15:00:00.000 UTC,143.77,143.942,143.571,143.593,35445.77
23.09.2024 16:00:00.000 UTC,143.592,143.627,143.312,143.344,26299.45
23.09.2024 17:00:00.000 UTC,143.343,143.404,143.251,143.404,25894.84
23.09.2024 18:00:00.000 UTC,143.403,143.435,143.292,143.317,19479.2
23.09.2024 19:00:00.000 UTC,143.318,143.51,143.318,143.489,16782.15
23.09.2024 20:00:00.000 UTC,143.49,143.645,143.489,143.594,11113.35
23.09.2024 21:00:00.000 UTC,143.592,143.592,143.455,143.563,539.06
23.09.2024 22:00:00.000 UTC,143.566,143.7,143.549,143.629,3938.15
23.09.2024 23:00:00.000 UTC,143.629,143.778,143.516,143.633,5679.05
24.09.2024 00:00:00.000 UTC,143.632,143.735,143.408,143.55,21863.37
24.09.2024 01:00:00.000 UTC,143.549,143.908,143.522,143.63,17180.53
24.09.2024 02:00:00.000 UTC,143.629,143.712,143.374,143.666,17852.82
24.09.2024 03:00:00.000 UTC,143.667,143.854,143.568,143.772,10931.24
24.09.2024 04:00:00.000 UTC,143.772,143.941,143.75,143.842,11769.95
24.09.2024 05:00:00.000 UTC,143.847,144.194,143.836,144.092,19236.81
24.09.2024 06:00:00.000 UTC,144.091,144.466,144.071,144.426,32417.45
24.09.2024 07:00:00.000 UTC,144.429,144.679,144.241,144.452,30389.48
24.09.2024 08:00:00.000 UTC,144.453,144.635,144.215,144.288,40144.12
24.09.2024 09:00:00.000 UTC,144.288,144.477,144.211,144.265,24662.37
24.09.2024 10:00:00.000 UTC,144.267,144.354,143.874,143.935,21487.43
24.09.2024 11:00:00.000 UTC,143.935,144.164,143.828,143.976,24043.6
24.09.2024 12:00:00.000 UTC,143.981,144.121,143.781,143.963,34874.3
24.09.2024 13:00:00.000 UTC,143.969,144.205,143.896,144.09,37377.35
24.09.2024 14:00:00.000 UTC,144.097,144.097,143.429,143.67,47887.13
24.09.2024 15:00:00.000 UTC,143.67,143.867,143.598,143.777,19242.71
24.09.2024 16:00:00.000 UTC,143.776,143.794,143.4,143.461,16646.74
24.09.2024 17:00:00.000 UTC,143.462,143.71,143.433,143.475,11754.99
24.09.2024 18:00:00.000 UTC,143.474,143.493,143.271,143.383,16594.74
24.09.2024 19:00:00.000 UTC,143.384,143.436,143.221,143.239,15213.29
24.09.2024 20:00:00.000 UTC,143.239,143.257,143.111,143.211,7387.17
24.09.2024 21:00:00.000 UTC,143.207,143.25,143.122,143.16,1219.72
24.09.2024 22:00:00.000 UTC,143.159,143.245,142.887,143.043,4746.75
24.09.2024 23:00:00.000 UTC,143.043,143.148,142.93,142.946,8400.48
25.09.2024 00:00:00.000 UTC,142.945,143.308,142.906,143.173,29853.84
25.09.2024 01:00:00.000 UTC,143.173,143.473,143.096,143.448,18164.34
25.09.2024 02:00:00.000 UTC,143.447,143.494,143.244,143.345,10962.04
25.09.2024 03:00:00.000 UTC,143.347,143.451,143.286,143.298,9741.56
25.09.2024 04:00:00.000 UTC,143.297,143.395,143.218,143.253,10666.8
25.09.2024 05:00:00.000 UTC,143.254,143.374,143.18,143.255,12529.21
25.09.2024 06:00:00.000 UTC,143.258,143.739,143.222,143.682,20118.8
25.09.2024 07:00:00.000 UTC,143.685,143.907,143.572,143.878,26247.01
25.09.2024 08:00:00.000 UTC,143.879,144.064,143.879,143.937,15579.12
25.09.2024 09:00:00.000 UTC,143.937,144.26,143.907,144.184,12219.58
25.09.2024 10:00:00.000 UTC,144.185,144.296,144.065,144.283,16611.91
25.09.2024 11:00:00.000 UTC,144.282,144.442,144.262,144.303,28340.82
25.09.2024 12:00:00.000 UTC,144.301,144.408,144.142,144.2,34957.89
25.09.2024 13:00:00.000 UTC,144.201,144.212,143.858,144.046,44273.58
25.09.2024 14:00:00.000 UTC,144.05,144.396,144.045,144.357,38114.98
25.09.2024 15:00:00.000 UTC,144.359,144.603,144.311,144.403,26608.67
25.09.2024 16:00:00.000 UTC,144.403,144.538,144.372,144.532,27033.11
25.09.2024 17:00:00.000 UTC,144.532,144.74,144.484,144.551,25207.03
25.09.2024 18:00:00.000 UTC,144.552,144.717,144.515,144.678,24381.61
25.09.2024 19:00:00.000 UTC,144.681,144.768,144.606,144.759,16277.49
25.09.2024 20:00:00.000 UTC,144.758,144.841,144.733,144.739,9515.43
25.09.2024 21:00:00.000 UTC,144.739,144.739,144.652,144.658,699.09
25.09.2024 22:00:00.000 UTC,144.674,144.68,144.563,144.647,6786.81
25.09.2024 23:00:00.000 UTC,144.648,144.764,144.613,144.714,7866.15
26.09.2024 00:00:00.000 UTC,144.714,144.721,144.443,144.495,17965.68
26.09.2024 01:00:00.000 UTC,144.495,144.945,144.473,144.813,14020.16
26.09.2024 02:00:00.000 UTC,144.814,144.945,144.763,144.834,12653.18
26.09.2024 03:00:00.000 UTC,144.835,145.035,144.788,144.929,8812.11
26.09.2024 04:00:00.000 UTC,144.928,144.964,144.626,144.691,16076.42
26.09.2024 05:00:00.000 UTC,144.691,144.868,144.634,144.718,12775.2
26.09.2024 06:00:00.000 UTC,144.719,144.857,144.615,144.831,29141.13
26.09.2024 07:00:00.000 UTC,144.833,145.169,144.715,145.024,44366.33
